link,bodies,zi,u_id,zi_left_up,zi_left,zi_left_down,zi_up,zi_mid,zi_down,zi_right_up,zi_right,zi_right_down,zi_mid_out,zi_mid_in,ts,desc_cn,is_active,id_shuowen,hsk_note,desc_en
L-R,2,㒸,9734,,八,,,,,,豕,,,,,从意也。从八豕聲。,Y,712,,
L-R,2,㓞,13898,,丰,,,,,,刀,,,,2024-01-28 10:31:51,,Y,,,
L-R,2,㕙,13858,,夋,,,,,,兔,,,,2024-01-26 22:59:24,狡兔也。从兔夋聲。,Y,,,
L-R,2,㱾,3784,,亥,,,,,,殳,,,,2025-02-16 12:50:05,㱾改，大剛卯也。以逐精鬼。从殳亥聲。,Y,1967,,
L-R,2,㳄,13690,,氵,,,,,,欠,,,,2024-01-21 12:36:52,慕欲口液也。从欠从水。凡㳄之屬皆从㳄。,Y,,,
L-R,2,䖵,13816,,虫,,,,,,虫,,,,2024-01-23 22:05:03,,Y,,,
L-R,2,䗥,13403,,虫,,,,,,從,,,,,螉䗥也。从虫從聲。,Y,8748,,
L-R,2,丞,2255,,卩,,,,,,山,,,,,翊也。从廾从卩从山。山高，奉承之義。,Y,1750,,
L-R,2,乂,11883,,丿,,,,,,乀,,,,,芟艸也。从丿从乀，相交。,Y,8319,,
L-R,2,乱,6984,,舌,,,,,,乚,,,,2024-01-23 22:42:17,,Y,,from HSK,in confusion or disorder/in a confused state of mind/disorder/upheaval/riot/illicit sexual relations/to throw into disorder/to mix up/indiscriminate/random/arbitrary
L-R,2,乳,8941,,孚,,,,,,乙,,,,2024-01-26 22:50:27,人及鳥生子曰乳，獸曰産。从孚从𠃉。𠃉者，玄鳥也。《明堂月令》：“玄鳥至之日，祠于高禖，以請子。”故乳从𠃉。請子必以𠃉至之日者，𠃉，春分來，秋分去，開生之候鳥，帝少昊司分之官也。,Y,7665,in HSK,
L-R,2,仍,2,,亻,,,,,,乃,,,,,因也。从人乃聲。,Y,5025,in HSK,
L-R,2,从,2622,,人,,,,,,人,,,,2024-01-14 12:56:54,,Y,,from HSK,from/through/via/to follow/to obey/to engage in (an activity)/never (in negative sentence)/(Taiwan pr. [zong4]) retainer/assistant/auxiliary/subordinate/related by common paternal grandfather or earlier ancestor
L-R,2,仝,10139,,入,,,,,,工,,,,,完也。从入从工。,Y,3268,,
L-R,2,侵,8548,,亻,,,,,彐,冖,又,,,2025-02-16 11:28:15,,Y,,from HSK,to invade/to encroach/to infringe/to approach
L-R,2,倝,3833,,旦,,,,,,㫃,,,,,日始出，光倝倝也。从旦㫃聲。凡倝之屬皆从倝。,Y,4258,,
L-R,2,傍,1491,,亻,,,,,,旁,,,,2025-02-16 12:35:38,近也。从人㫄聲。,Y,5061,in HSK,
L-R,2,傻,9096,,亻,,,,,囟,八,夂,,,2025-02-16 12:18:57,,Y,,from HSK,foolish
L-R,2,兢,5498,,克,,,,,,克,,,,2024-01-28 14:57:22,,Y,,from HSK,to be fearful/apprehensive
L-R,2,冕,7335,,冃,,,,,,免,,,,,大夫以上冠也。邃延、垂瑬、紞纊。从冃免聲。古者黃帝初作冕。,Y,4784,in HSK,
L-R,2,冢,13093,,勹,,,,,,豖,,,,,高墳也。从勹豖聲。,Y,5785,,
L-R,2,冣,5684,,冂,,,,,,取,,,,,積也。从冂从取，取亦聲。,Y,4777,,
L-R,2,凊,277,,仌,,,,,,青,,,,,寒也。从仌青聲。,Y,7473,,
L-R,2,凋,3038,,仌,,,,,,周,,,,,半傷也。从仌周聲。,Y,7477,,
L-R,2,凓,6457,,仌,,,,,,栗,,,,,寒也。从仌栗聲。,Y,7485,,
L-R,2,凔,1986,,仌,,,,,,倉,,,,,寒也。从仌倉聲。,Y,7480,,
L-R,2,処,2441,,几,,,,,,夂,,,,,止也。得几而止。从几从夂。,Y,9423,,
L-R,2,凯,5853,,岂,,,,,,几,,,,2024-01-26 16:14:01,,Y,,from HSK,triumphant/victorious/chi (Greek letter Χχ)
L-R,2,刎,10543,,刀,,,,,,勿,,,,,剄也。从刀勿聲。,Y,2796,,
L-R,2,刓,10349,,刀,,,,,,元,,,,,剸也。从刀元聲。一曰齊也。,Y,2782,,
L-R,2,刖,12459,,刀,,,,,,月,,,,,絕也。从刀月聲。,Y,2778,,
L-R,2,刜,3657,,刀,,,,,,弗,,,,,擊也。从刀弗聲。,Y,2779,,
L-R,2,刲,6103,,刀,,,,,,圭,,,,,刺也。从刀圭聲。《易》曰：“士刲羊。”,Y,2775,,
L-R,2,刳,6025,,刀,,,,,,夸,,,,,判也。从刀夸聲。,Y,2759,,
L-R,2,刵,3398,,刀,,,,,,耳,,,,,斷耳也。从刀从耳。,Y,2787,,
L-R,2,剜,10343,,刀,,,,,,宛,,,,,削也。从刀宛聲。,Y,2797,,
L-R,2,剞,4871,,刀,,,,,,奇,,,,,剞𠜾，曲刀也。从刀奇聲。,Y,2738,,
L-R,2,剟,3261,,刀,,,,,,叕,,,,,刊也。从刀叕聲。,Y,2762,,
L-R,2,剡,11566,,刀,,,,,,炎,,,,,銳利也。从刀炎聲。,Y,2741,,
L-R,2,剺,6393,,刀,,,,,,𠩺,,,,,剥也。劃也。从刀𠩺聲。,Y,2767,,
L-R,2,剽,8086,,刀,,,,,,𤐫,,,,,砭刺也。从刀𤐫聲。一曰剽，劫人也。,Y,2774,,
L-R,2,劖,2090,,刀,,,,,,毚,,,,,斷也。从刀毚聲。一曰剽也，釗也。,Y,2781,,
L-R,2,功,3977,,工,,,,,,力,,,,2024-01-14 15:21:19,以勞定國也。从力从工，工亦聲。,Y,9167,in HSK,
L-R,2,动,3136,,云,,,,,,力,,,,2024-01-14 15:19:09,,Y,,from HSK,"(of sth) to move/to set in movement/to displace/to touch/to make use of/to stir (emotions)/to alter/abbr. for 動詞|动词[dong4 ci2], verb"
L-R,2,助,13202,,且,,,,,,力,,,,2024-01-17 00:16:27,左也。从力且聲。,Y,9168,in HSK,assist / help
L-R,2,劫,5388,,去,,,,,, 力,,,,2024-01-16 23:12:52,,Y,,from HSK,to rob/to plunder/to seize by force/to coerce/calamity/abbr. for kalpa 劫波[jie2 bo1]
L-R,2,励,6460,,厉,,,,,,力,,,,2024-01-16 23:26:59,,Y,,from HSK,to encourage/to urge
L-R,2,勝,13740,,月,,,,,丷,夫,力,,,2025-02-16 12:30:03,任也。从力朕聲。,Y,,,
L-R,2,匈,1074,,勹,,,,,,凶,,,,,聲也。从勹凶聲。,Y,5780,in HSK,
L-R,2,匍,8197,,勹,,,,,,甫,,,,,手行也。从勹甫聲。,Y,5773,,
L-R,2,匏,7924,,包,,,,,,夸,,,,,瓠也。从包，从夸聲。包，取其可包藏物也。,Y,5788,,
L-R,2,匐,3658,,勹,,,,,,畐,,,,,伏地也。从勹畐聲。,Y,5774,,
L-R,2,化,4622,,亻,,,,,,𠤎,,,,2024-01-14 13:20:16,教行也。从𠤎从人，𠤎亦聲。,Y,5192,in HSK,
L-R,2,北,1555,,丬,,,,,,匕,,,,2024-01-14 15:07:17,,Y,,from HSK,north/(classical) to be defeated
L-R,2,匜,11817,,匚,,,,,,也,,,,,似羹魁，柄中有道，可以注水。从匚也聲。,Y,8386,,
L-R,2,匧,8534,,匚,,,,,,夾,,,,,藏也。从匚夾聲。,Y,8384,,
L-R,2,匴,9711,,匚,,,,,,算,,,,,渌米籔也。从匚算聲。,Y,8387,,
L-R,2,匵,3176,,匚,,,,,,賣,,,,,匱也。从匚賣聲。,Y,8396,,
L-R,2,匿,7662,,匸,,,,,,若,,,,,亡也。从匸若聲。讀如羊騶箠。,Y,8377,in HSK,
L-R,2,博,1872,,十,,,,,,尃,,,,,大通也。从十从尃。尃，布也。,Y,1464,in HSK,
L-R,2,卲,900,,卪,,,,,,召,,,,,高也。从卪召聲。,Y,5753,,
L-R,2,卽,4927,,皀,,,,,,卪,,,,,即食也。从皀卪聲。,Y,3181,,
L-R,2,厄,3320,,卪,,,,,,厂,,,,,科厄，木節也。从卪厂聲。賈侍中說，以爲厄，裹也。一曰厄，蓋也。,Y,5754,,
L-R,2,及,4928,,又,,,,,,人,,,,,逮也。从又从人。,Y,1910,in HSK,
L-R,2,双,9535,,又,,,,,,又,,,,2024-01-15 12:16:18,,Y,,from HSK,two/double/pair/both/even (number)
L-R,2,叔,9452,,尗,,,,,,又,,,,2024-01-21 19:09:11,拾也。从又尗聲。汝南名收芌爲叔。,Y,1916,in HSK,
L-R,2,取,8726,,耳,,,,,,又,,,,2024-01-21 19:01:52,捕取也。从又从耳。《周禮》：“獲者取左耳。”《司馬法》曰：“載獻聝。”聝者，耳也。,Y,1918,in HSK,
L-R,2,叙,11305,,余,,,,,,又,,,,2024-01-27 00:30:54,,Y,,from HSK,to narrate/to chat
L-R,2,叛,7894,,半,,,,,,反,,,,,半也。从半反聲。,Y,726,in HSK,
L-R,2,叩,6015,,口,,,,,,卩,,,,2024-01-26 16:22:18,,Y,,,
L-R,2,咫,12997,,尺,,,,,,只,,,,,中婦人手長八寸，謂之咫。周尺也。从尺只聲。,Y,5401,,
L-R,2,啎,10634,,午,,,,,,吾,,,,,逆也。从午吾聲。,Y,9751,,
L-R,2,啰,6999,,口,,,,,,罗,,,,2024-01-28 13:01:09,,Y,,from HSK,used in 囉嗦|啰嗦[luo1 suo5]
L-R,2,喌,13112,,吅,,,,,,州,,,,,呼雞重言之。从吅州聲。讀若祝。,Y,975,,
L-R,2,嗙,7918,,口,,,,,,旁,,,,2025-02-16 12:33:43,謌聲。嗙喻也。从口㫄聲。司馬相如說，淮南宋蔡舞嗙喻也。,Y,901,,
L-R,2,嘏,4060,,古,,,,,,叚,,,,,大遠也。从古叚聲。,Y,1458,,
L-R,2,嚭,8045,,喜,,,,,,否,,,,,大也。从喜否聲。《春秋傳》：“吳有太宰嚭。”,Y,3061,,
L-R,2,圉,12299,,㚔,,,,,,囗,,,,,囹圄，所以拘罪人。从㚔从囗。一曰圉，垂也。一曰圉人，掌馬者。,Y,6614,,
L-R,2,圪,3897,,土,,,,,,乞,,,,,牆高也。《詩》曰：“崇墉𡉛𡉛。”从土乞聲。,Y,9001,,
L-R,2,圮,8046,,土,,,,,,己,,,,,毀也。《虞書》曰：“方命圮族。”从土己聲。,Y,9065,,
L-R,2,圯,11819,,土,,,,,,巳,,,,,東楚謂橋爲圯。从土巳聲。,Y,9102,,
L-R,2,址,218,,土,,,,,,止,,,,2024-01-16 21:46:54,,Y,,from HSK,(bound form) site;  location
L-R,2,坊,3478,,土,,,,,,方,,,,,邑里之名。从土方聲。古通用埅。,Y,9117,in HSK,
L-R,2,坋,1591,,土,,,,,,分,,,,,塵也。从土分聲。一曰大防也。,Y,9080,,
L-R,2,坎,5880,,土,,,,,,欠,,,,,陷也。从土欠聲。,Y,9039,in HSK,
L-R,2,坏,4641,,土,,,,,,不,,,,,丘再成者也。一曰瓦未燒。从土不聲。,Y,9087,in HSK,
L-R,2,坑,269,,土,,,,,,亢,,,,2024-01-16 21:47:30,,Y,,from HSK,pit;  depression
L-R,2,块,6055,,土,,,,,,夬,,,,2024-01-16 23:18:20,,Y,,from HSK,"lump; chunk; piece/classifier for pieces of cloth, cake, soap etc/(coll.) classifier for money and currency units"
L-R,2,坛,9860,,土,,,,,,云,,,,2024-01-16 23:58:34,,Y,,from HSK,platform/rostrum/altar
L-R,2,坝,256,,土,,,,,, 贝,,,,2024-01-16 21:47:11,,Y,,from HSK,dam/dike;  embankment/CL:條|条[tiao2]
L-R,2,坟,3561,,土,,,,,, 文,,,,2024-01-16 23:02:53,,Y,,from HSK,grave/tomb/CL:座[zuo4]/embankment/mound/ancient book
L-R,2,坡,8160,,土,,,,,,皮,,,,,阪也。从土皮聲。,Y,8981,in HSK,
L-R,2,坤,6140,,土,,,,,,申,,,,,地也。《易》之卦也。从土从申。土位在申。,Y,8976,in HSK,
L-R,2,坦,9879,,土,,,,,,旦,,,,,安也。从土旦聲。,Y,9025,in HSK,
L-R,2,坪,8135,,土,,,,,,平,,,,,地平也。从土从平，平亦聲。,Y,8982,in HSK,
L-R,2,坫,3019,,土,,,,,,占,,,,,屏也。从土占聲。,Y,9011,,
L-R,2,坱,11665,,土,,,,,,央,,,,,塵埃也。从土央聲。,Y,9077,,
L-R,2,坳,288,,土,,,,,,幼,,,,,地不平也。从土幼聲。,Y,9113,,
L-R,2,坷,5951,,土,,,,,,可,,,,,坎坷也。梁國寕陵有坷亭。从土可聲。,Y,9074,in HSK,
L-R,2,坻,2309,,土,,,,,,氐,,,,,小渚也。《詩》曰：“宛在水中坻。”从土氐聲。,Y,9041,,
L-R,2,坼,2201,,土,,,,,,㡿,,,,,裂也。《詩》曰：“不𡍩不疈。”从土㡿聲。,Y,9076,,
L-R,2,垍,4984,,土,,,,,,自,,,,,堅土也。从土自聲。讀若臮。,Y,9050,,
L-R,2,垎,4424,,土,,,,,,各,,,,,水乾也。一曰堅也。从土各聲。,Y,9043,,
L-R,2,垓,3786,,土,,,,,,亥,,,,,兼垓八極地也。《國語》曰：“天子居九垓之田。”从土亥聲。,Y,8977,,
L-R,2,垗,12800,,土,,,,,,兆,,,,,畔也。爲四畤界，祭其中。《周禮》曰：“垗五帝於四郊。”从土兆聲。,Y,9094,,
L-R,2,垝,282,,土,,,,,,危,,,,,毀垣也。从土危聲。《詩》曰：“乘彼垝垣。”,Y,9064,,
L-R,2,垠,12017,,土,,,,,,艮,,,,,地垠也。一曰岸也。从土艮聲。,Y,9060,,
L-R,2,垢,4025,,土,,,,,,后,,,,,濁也。从土后聲。,Y,9085,in HSK,
L-R,2,垤,3069,,土,,,,,,至,,,,,螘封也。《詩》曰：“鸛鳴于垤。”从土至聲。,Y,9088,,
L-R,2,埂,3967,,土,,,,,,更,,,,,秦謂阬爲埂。从土更聲。讀若井汲綆。,Y,9068,in HSK,
L-R,2,埃,1282,,土,,,,,,矣,,,,,塵也。从土矣聲。,Y,9082,in HSK,
L-R,2,城,2259,,土,,,,,,成,,,,,以盛民也。从土从成，成亦聲。,Y,9036,in HSK,
L-R,2,埏,9116,,土,,,,,,延,,,,,八方之地也。从土延聲。,Y,9107,,
L-R,2,埒,6650,,土,,,,,,寽,,,,,卑垣也。从土寽聲。,Y,9006,,
L-R,2,埤,8019,,土,,,,,,卑,,,,,增也。从土卑聲。,Y,9046,,
L-R,2,埴,12974,,土,,,,,,直,,,,,黏土也。从土直聲。,Y,8989,,
L-R,2,埵,3277,,土,,,,,,𡍮,,,,,堅土也。从土𡍮聲。讀若朵。,Y,9052,,
L-R,2,埽,9054,,土,,,,,,帚,,,,,棄也。从土从帚。,Y,9020,,
L-R,2,堀,6028,,土,,,,,,屈,,,,,兔堀也。从土屈聲。,Y,9104,,
L-R,2,堋,7978,,土,,,,,,朋,,,,,喪葬下土也。从土朋聲。《春秋傳》曰：“朝而堋。”《禮》謂之封，《周官》謂之窆。《虞書》曰：“堋淫于家。”,Y,9093,,
L-R,2,堤,2927,,土,,,,,,是,,,,,滯也。从土是聲。,Y,9027,in HSK,
L-R,2,堨,3328,,土,,,,,,曷,,,,,壁間隙也。从土曷聲。讀若謁。,Y,9005,,
L-R,2,堪,5872,,土,,,,,,甚,,,,,地突也。从土甚聲。,Y,9007,in HSK,
L-R,2,堵,3190,,土,,,,,,者,,,,,垣也。五版爲一堵。从土者聲。,Y,9002,in HSK,
L-R,2,塓,7309,,土,,,,,,冥,,,,,塗也。从土冥聲。,Y,9106,,
L-R,2,塔,9804,,土,,,,,,荅,,,,,西域浮屠也。从土荅聲。,Y,9116,in HSK,
L-R,2,塘,9905,,土,,,,,,唐,,,,,隄也。从土唐聲。,Y,9112,in HSK,
L-R,2,塙,8786,,土,,,,,,高,,,,,堅不可拔也。从土高聲。,Y,8985,,
L-R,2,塡,10032,,土,,,,,,眞,,,,,塞也。从土眞聲。,Y,9024,,
L-R,2,墀,2310,,土,,,,,,犀,,,,,涂地也。从土犀聲。《禮》：“天子赤墀。”,Y,9017,,
L-R,2,境,5539,,土,,,,,,竟,,,,,疆也。从土竟聲。經典通用竟。,Y,9109,in HSK,
L-R,2,墐,5463,,土,,,,,,堇,,,,,涂也。从土堇聲。,Y,9014,,
L-R,2,增,122,,土,,,,,,曾,,,,,益也。从土曾聲。,Y,9045,in HSK,
L-R,2,墫,13486,,士,,,,,,尊,,,,,舞也。从士尊聲。《詩》曰：“墫墫舞我。”,Y,229,,
L-R,2,墺,1374,,土,,,,,,奧,,,,,四方土可居也。从土奧聲。,Y,8978,,
L-R,2,墼,4877,,土,,,,,,毄,,,,,瓴適也。一曰未燒也。从土毄聲。,Y,9018,,
L-R,2,壎,11407,,土,,,,,,熏,,,,,樂器也。以土爲之，六孔。从土熏聲。,Y,9028,,
L-R,2,壒,1303,,土,,,,,,蓋,,,,,塵也。从土蓋聲。,Y,9114,,
L-R,2,壔,2874,,土,,,,,,𠷎,,,,,保也。高土也。从土𠷎聲。讀若毒。,Y,9055,,
L-R,2,壤,8833,,土,,,,,,襄,,,,,柔土也。从土襄聲。,Y,8984,in HSK,
L-R,2,处,2447,,夂,,,,,,卜,,,,2024-01-14 15:16:01,,Y,,from HSK,to reside/to live/to dwell/to be in/to be situated at/to stay/to get along with/to be in a position of/to deal with/to discipline/to punish
L-R,2,外,10342,,夕,,,,,,卜,,,,2024-01-15 12:27:56,,Y,,from HSK,outside/in addition/foreign/external
L-R,2,夗,12444,,夕,,,,,,㔾,,,,2024-01-20 05:23:22,轉臥也。从夕从卪。臥有卪也。,Y,4311,,
L-R,2,夥,4838,,多,,,,,,果,,,,,齊謂多爲夥。从多果聲。,Y,4318,,
L-R,2,夷,11820,,大,,,,,,弓,,,,,平也。从大从弓。東方之人也。,Y,6581,in HSK,
L-R,2,奎,6111,,大,,,,,,圭,,,,,兩髀之閒。从大圭聲。,Y,6565,,
L-R,2,奘,12582,,亣,,,,,,壯,,,,,駔大也。从亣从壯，壯亦聲。,Y,6635,,
L-R,2,奡,1375,,𦣻,,,,,,夰,,,,,嫚也。从𦣻从夰，夰亦聲。《虞書》曰：“若丹朱奡。”讀若傲。《論語》：“奡湯舟。”,Y,6630,,
L-R,2,奢,9214,,大,,,,,,者,,,,,張也。从大者聲。凡奢之屬皆从奢。,Y,6618,in HSK,
L-R,2,奭,9391,,大,,,,,,皕,,,,,盛也。从大从皕，皕亦聲。此燕召公名。讀若郝。《史篇》名醜。,Y,2230,,
L-R,2,她,9794,,女,,,,,,也,,,,2024-01-16 23:58:23,,Y,,from HSK,she
L-R,2,好,73,,女,,,,,,子,,,,2024-01-16 21:46:16,,Y,,from HSK,to be fond of;  to have a tendency to
L-R,2,妇,3746,,女,,,,,,彐,,,,2024-01-16 23:04:27,,Y,,from HSK,woman
L-R,2,妙,7373,,女,,,,,,少,,,,2024-01-23 22:44:02,,Y,,from HSK,variant of 妙[miao4];  clever/wonderful
L-R,2,娇,5276,,女,,,,,,乔,,,,2024-01-27 01:01:23,,Y,,from HSK,lovable/pampered/tender/delicate/frail
L-R,2,孔,6001,,子,,,,,,乚,,,,2024-11-30 22:00:27,,Y,7664,in HSK,
L-R,2,孜,13347,,子,,,,,,攵,,,,2025-02-08 22:26:18,汲汲也。从攴子聲。《周書》曰：“孜孜無怠。”,Y,2005,,
L-R,2,孰,9478,,享,,,,,,丸,,,,2025-02-08 22:23:40,,Y,,,
L-R,2,孵,3638,,卵,,,,,,孚,,,,2024-01-25 02:11:25,,Y,,from HSK,breeding/to incubate/to hatch
L-R,2,对,275,,又,,,,,,寸,,,,2024-01-14 15:03:25,,Y,,from HSK,right;  correct/towards
L-R,2,封,3591,,圭,,,,,,寸,,,,2024-01-18 22:09:20,爵諸矦之土也。从之从土从寸，守其制度也。公侯，百里；伯，七十里；子男，五十里。,Y,9029,in HSK,
L-R,2,尌,9497,,壴,,,,,,寸,,,,,立也。从壴从寸，持之也。讀若駐。,Y,3063,,
L-R,2,尐,5395,,小,,,,,,乀,,,,,少也。从小乀聲。讀若輟。,Y,706,,
L-R,2,尢,10385,,乙,,,,,,又,,,,,異也。从乙又聲。,Y,9696,,
L-R,2,尥,6635,,尣,,,,,,勺,,,,,行脛相交也。从尣勺聲。牛行腳相交爲尦。,Y,6602,,
L-R,2,尬,3782,,尣,,,,,,介,,,,,𡰉𡯗也。从尣介聲。,Y,6601,,
L-R,2,就,138,,京,,,,,,尤,,,,,就，高也。从京从尤。尤，異於凡也。,Y,3315,in HSK,
L-R,2,尲,3809,,尣,,,,,,兼,,,,,不正也。从尣兼聲。,Y,6600,,
L-R,2,岭,6758,,山,,,,,,令,,,,2024-01-26 16:15:59,,Y,,from HSK,mountain range/mountain ridge
L-R,2,嵞,992,,屾,,,,,,余,,,,,會稽山。一曰九江當嵞也。民以辛壬癸甲之日嫁娶。从屾余聲。《虞書》曰：“予娶嵞山。”,Y,5885,,
L-R,2,巩,3999,,工,,,,,, 凡,,,,2024-01-15 13:06:20,,Y,,from HSK,secure/solid
L-R,2,帐,12773,,巾,,,,,,长,,,,2024-01-23 23:02:10,,Y,,from HSK,covering veil/canopy/screen/tent/variant of 賬|账[zhang4]
L-R,2,幐,13680,,月,,,,,丷,夫,巾,,,2025-02-16 12:28:27,囊也。从巾朕聲。,Y,,,
L-R,2,幷,1846,,从,,,,,,幵,,,,,相從也。从从幵聲。一曰从持二爲并。,Y,5204,,
L-R,2,幻,4675,,幺,,,,,,㇆,,,,2024-01-14 15:23:26,,Y,,from HSK,fantasy
L-R,2,幼,12217,,幺,,,,,,力,,,,,少也。从幺从力。,Y,2489,in HSK,
L-R,2,弇,11574,,廾,,,,,,合,,,,,蓋也。从廾从合。,Y,1752,,
L-R,2,弈,11906,,廾,,,,,,亦,,,,,圍棊也。从廾亦聲。《論語》曰：“不有博弈者乎！”,Y,1763,,
L-R,2,弗,3666,,乀,,,,,,韋,,,,,撟也。从丿从乀，从韋省。,Y,8320,,
L-R,2,张,12754,,弓,,,,,,长,,,,2024-01-23 23:01:44,,Y,,from HSK,"to open up/to spread/sheet of paper/classifier for flat objects, sheet/classifier for votes"
L-R,2,弦,10910,,弓,,,,,,玄,,,,2024-01-26 23:00:02,,Y,,from HSK,bow string/string of musical instrument/watchspring/chord (segment of curve)/hypotenuse/CL:根[gen1]
L-R,2,弱,249,,弓 冫,,,,,,弓 冫,,,,2024-01-27 10:02:28,,Y,,from HSK,weak;  feeble/young/inferior
L-R,2,弼,1653,,弜,,,,,,㐁,,,,,輔也。重也。从弜㐁聲。,Y,8464,,
L-R,2,彘,13027,,彑,,,,,,矢,,,,,豕也。後蹏廢謂之彘。从彑矢聲；从二匕，彘足與鹿足同。,Y,6075,,
L-R,2,彤,10147,,丹,,,,,,彡,,,,,丹飾也。从丹从彡。彡，其畫也。,Y,3172,in HSK,
L-R,2,彭,806,,壴,,,,,,彡,,,,,鼓聲也。从壴彡聲。,Y,3065,in HSK,
L-R,2,彰,12755,,彡,,,,,,章,,,,,文彰也。从彡从章，章亦聲。,Y,5687,in HSK,
L-R,2,役,11908,,彳,,,,,,殳,,,,2024-01-23 22:58:29,戍邊也。从殳从彳。,Y,1966,in HSK,
L-R,2,得,2897,,彳,,,,,日,一,寸,,,2025-02-16 09:13:59,行有所得也。从彳㝵聲。,Y,1253,in HSK,
L-R,2,徬,7910,,彳,,,,,,旁,,,,2025-02-16 12:36:35,附行也。从彳㫄聲。,Y,1242,,
L-R,2,德,2899,,彳,,,,,十罒,一,心,,,2025-02-16 09:19:30,升也。从彳㥁聲。,Y,1223,in HSK,
L-R,2,懿,8,,壹,,,,,,恣,,,,,專久而美也。从壹，从恣省聲。,Y,6610,,
L-R,2,戏,10818,,又,,,,,, 戈,,,,2024-01-17 00:01:03,,Y,,from HSK,"trick/drama/play/show/CL:齣|出[chu1],場|场[chang3],臺|台[tai2]"
L-R,2,戻,6472,,戶,,,,,,大,,,,,輜車㫄推戶也。从戶大聲。讀與釱同。,Y,7686,,
L-R,2,扃,5561,,戶,,,,,,冋,,,,,外閉之關也。从戶冋聲。,Y,7691,,
L-R,2,扆,11865,,戶,,,,,,衣,,,,,戶牖之閒謂之扆。从戶衣聲。,Y,7689,,
L-R,2,扉,3504,,戶,,,,,,非,,,,,戶扇也。从戶非聲。,Y,7683,,
L-R,2,投,10180,,扌,,,,,,殳,,,,2025-02-16 12:52:39,擿也。从手从殳。,Y,7887,in HSK,
L-R,2,拜,1444,,手,,,,,,手,,,,2024-01-26 23:29:56,双手和十,Y,,from HSK,to pay respect/worship/visit/salute
L-R,2,攲,8236,,支,,,,,,奇,,,,,持去也。从支奇聲。,Y,1928,,
L-R,2,攸,12174,,亻 丨,,,,,,攵,,,,2024-01-27 13:01:42,行水也。从攴从人，水省。,Y,2026,,
L-R,2,教,5279,,孝,,,,,,攵,,,,2024-01-27 10:14:43,上所施下所效也。从攴从孝。凡教之屬皆从教。,Y,2064,in HSK,
L-R,2,敬,44,,茍,,,,,,攵,,,,2024-01-25 22:12:54,,Y,,from HSK,(bound form) respectful;  to respect/to offer politely
L-R,2,数,9483,,娄,,,,,,攵,,,,2024-01-27 19:07:46,,Y,,from HSK,to count/to count as/to regard as/to enumerate (sb's shortcomings)
L-R,2,斐,3518,,文,,,,,,非,,,,,分別文也。从文非聲。《易》曰：“君子豹變，其文斐也。”,Y,5696,,
L-R,2,斩,12732,,车,,,,,,斤,,,,2024-01-26 16:38:58,,Y,,from HSK,to behead (as form of capital punishment)/to chop
L-R,2,施,9328,,㫃,,,,,,也,,,,,旗皃。从㫃也聲。亝欒施字子旗，知施者旗也。,Y,4273,in HSK,
L-R,2,旃,12713,,㫃,,,,,,丹,,,,,旗曲柄也。所以旃表士衆。从㫃丹聲。《周禮》曰：“通帛爲旃。”,Y,4270,,
L-R,2,旄,7130,,㫃,,,,,,毛,,,,,幢也。从㫃从毛，毛亦聲。,Y,4280,,
L-R,2,旆,7957,,㫃,,,,,,𣎵,,,,,繼旐之旗也，沛然而垂。从㫃𣎵聲。,Y,4264,,
L-R,2,旋,11358,,㫃,,,,,,疋,,,,,周旋，旌旗之指麾也。从㫃从疋。疋，足也。,Y,4279,in HSK,
L-R,2,旌,5501,,㫃,,,,,,生,,,,,游車載旌，析羽注旄首，所以精進士卒。从㫃生聲。,Y,4265,,
L-R,2,旐,12801,,㫃,,,,,,兆,,,,,龜蛇四游，以象營室，游游而長。从㫃兆聲。《周禮》曰：“縣鄙建旐。”,Y,4262,,
L-R,2,旖,11867,,㫃,,,,,,奇,,,,,旗旖施也。从㫃奇聲。,Y,4274,,
L-R,2,旛,3433,,㫃,,,,,,番,,,,,幅胡也。从㫃番聲。,Y,4281,,
L-R,2,旝,6059,,㫃,,,,,,會,,,,,建大木，置石其上，發以機，以追敵也。从㫃會聲。《春秋傳》曰：“旝動而鼓。”《詩》曰：“其旝如林。”,Y,4269,,
L-R,2,旟,12246,,㫃,,,,,,與,,,,,錯革畫鳥其上，所以進士衆。旟旟，衆也。从㫃與聲。《周禮》曰：“州里建旟。”,Y,4266,,
L-R,2,既,4997,,艮,,,,,,旡,,,,2024-01-27 00:59:42,,Y,,from HSK,already/since/both... (and...)
L-R,2,旣,4998,,皀,,,,,,旡,,,,,小食也。从皀旡聲。《論語》曰：“不使勝食旣。”,Y,3182,,
L-R,2,明,7421,,日,,,,,,月,,,,2024-01-20 20:26:31,,Y,,from HSK,bright/opposite: dark 暗[an4]/(of meaning) clear/to understand/next/public or open/wise/generic term for a sacrifice to the gods
L-R,2,暨,4999,,旦,,,,,,旣,,,,,日頗見也。从旦旣聲。,Y,4257,,
L-R,2,曳,11772,,申,,,,,,丿,,,,,臾曳也。从申丿聲。,Y,9756,,
L-R,2,朁,1978,,曰,,,,,,兓,,,,,曾也。从曰兓聲。《詩》曰：“朁不畏明。”,Y,3031,,
L-R,2,朅,8541,,去,,,,,,曷,,,,,去也。从去曷聲。,Y,3150,,
