zi,desc,pinyin,nstrokes,alias,is_radical,is_zi,is_traditional,desc_en,is_active
堡,,bao3,,堡,0,1,0,"an earthwork/castle/position of defense/stronghold/used in place names, often as phonetic bao for ""burg"" or ""bad""",1
媬,,bao3,,媬,0,1,0,governess/nurse,1
宝,,bao3,,寳,0,1,0,variant of 寶|宝[bao3],1
宝,,bao3,,寶,0,1,0,jewel/gem/treasure/precious,1
褓,,bao3,,緥,0,1,0,variant of 褓[bao3],1
葆,,bao3,,葆,0,1,0,dense foliage/to cover,1
褓,,bao3,,褓,0,1,0,cloth for carrying baby on back,1
饱,,bao3,,飽,0,1,0,to eat till full/satisfied,1
鸨,,bao3,,鴇,0,1,0,Chinese bustard/procuress,1
儤,,bao4,,儤,0,1,0,on night duty,1
刨,,bao4,,刨,0,1,0,carpenter's plane/to plane (woodwork)/to shave off/to peel (with a potato peeler etc),1
报,,bao4,,報,0,1,0,"to announce/to inform/report/newspaper/recompense/revenge/CL:份[fen4],張|张[zhang1]",1
抱,,bao4,,抱,0,1,0,to hold/to carry (in one's arms)/to hug/to embrace/to surround/to cherish/(coll.) (of clothes) to fit nicely,1
暴,,bao4,,暴,0,1,0,sudden/violent/cruel/to show or expose/to injure,1
曓,,bao4,,曓,0,1,0,old variant of 暴[bao4],1
瀑,,bao4,,瀑,0,1,0,shower (rain),1
爆,,bao4,,爆,0,1,0,to explode or burst/to quick fry or quick boil,1
菢,,bao4,,菢,0,1,0,hatch,1
虣,,bao4,,虣,0,1,0,cruel/violent,1
豹,,bao4,,豹,0,1,0,leopard/panther,1
趵,,bao4,,趵,0,1,0,jump/leap,1
铇,,bao4,,鉋,0,1,0,variant of 刨[bao4],1
刨,,bao4,,鑤,0,1,0,variant of 刨[bao4],1
鲍,,bao4,,鮑,0,1,0,abalone,1
㮎,,bei1,,㮎,0,1,0,variant of 杯[bei1],1
卑,,bei1,,卑,0,1,0,low/base/vulgar/inferior/humble,1
悲,,bei1,,悲,0,1,0,sad/sadness/sorrow/grief,1
背,,bei1,,揹,0,1,0,variant of 背[bei1],1
杯,,bei1,,杯,0,1,0,"cup/trophy cup/classifier for certain containers of liquids: glass, cup",1
杯,,bei1,,桮,0,1,0,variant of 杯[bei1],1
椑,,bei1,,椑,0,1,0,Fagus sylvatica,1
杯,,bei1,,盃,0,1,0,"variant of 杯[bei1]/trophy cup/classifier for certain containers of liquids: glass, cup",1
碑,,bei1,,碑,0,1,0,"a monument/an upright stone tablet/stele/CL:塊|块[kuai4],面[mian4]",1
背,,bei1,,背,0,1,0,to be burdened/to carry on the back or shoulder,1
陂,,bei1,,陂,0,1,0,pool/pond/bank of a pond/mountain slope/Taiwan pr. [pi2],1
鹎,,bei1,,鵯,0,1,0,the Pycnonotidae or bulbul family of birds,1
北,,bei3,,北,0,1,0,north/(classical) to be defeated,1
鉳,,bei3,,鉳,0,1,0,berkelium (chemistry) (Tw),1
备,,bei4,,俻,0,1,0,variant of 備|备[bei4],1
倍,,bei4,,倍,0,1,0,"(two, three etc) -fold/times (multiplier)/double/to increase or multiply",1
偝,,bei4,,偝,0,1,0,to disobey/to stand back-to-back,1
备,,bei4,,備,0,1,0,(bound form) to prepare; to equip/(literary) fully; in every possible way,1
僃,,bei4,,僃,0,1,0,old variant of 備|备[bei4],1
孛,,bei4,,孛,0,1,0,comet,1
悖,,bei4,,悖,0,1,0,to go against/to be contrary to/perverse/rebellious,1
惫,,bei4,,憊,0,1,0,exhausted,1
焙,,bei4,,焙,0,1,0,to dry over a fire/to bake,1
狈,,bei4,,狽,0,1,0,a legendary wolf/distressed/wretched,1
琲,,bei4,,琲,0,1,0,necklace,1
碚,,bei4,,碚,0,1,0,(used in place names),1
糒,,bei4,,糒,0,1,0,food for a journey/cakes,1
背,,bei4,,背,0,1,0,the back of a body or object/to turn one's back/to hide something from/to learn by heart/to recite from memory/unlucky (slang)/hard of hearing,1
蓓,,bei4,,蓓,0,1,0,(flower) bud,1
被,,bei4,,被,0,1,0,"quilt/to cover (with)/(literary) to suffer (a misfortune)/used to indicate passive voice (placed before the doer of the action like ""by"" in English passive-voice sentences, or, if the doer is not mentioned, before the verb)/(since c. 2009) (sarcastic or jocular) used to indicate that the following word should be regarded as being in air quotes (as in 被旅遊|被旅游[bei4 lu:3 you2] to ""go on a trip"", for example)",1
褙,,bei4,,褙,0,1,0,paper or cloth pasted together,1
悖,,bei4,,誖,0,1,0,old variant of 悖[bei4],1
贝,,bei4,,貝,0,1,0,cowrie/shellfish/currency (archaic),1
辈,,bei4,,輩,0,1,0,lifetime/generation/group of people/class/classifier for generations/(literary) classifier for people,1
邶,,bei4,,邶,0,1,0,name of a feudal state,1
钡,,bei4,,鋇,0,1,0,barium (chemistry),1
鐾,,bei4,,鐾,0,1,0,to sharpen (a knife) on a stone or a strop,1
鞁,,bei4,,鞁,0,1,0,horse tack (articles of harness such as saddle and bridle)/variant of 鞴[bei4],1
鞴,,bei4,,鞴,0,1,0,to saddle a horse,1
呗,,bei5,,唄,0,1,0,modal particle indicating lack of enthusiasm/modal particle indicating that things should only or can only be done a certain way,1
奔,,ben1,,奔,0,1,0,to hurry/to rush/to run quickly/to elope,1
奔,,ben1,,犇,0,1,0,variant of 奔[ben1],1
贲,,ben1,,賁,0,1,0,energetic,1
奔,,ben1,,逩,0,1,0,variant of 奔[ben1]/variant of 奔[ben4],1
锛,,ben1,,錛,0,1,0,adz/adze,1
本,,ben3,,本,0,1,0,"root/stem/origin/source/this/the current/original/inherent/originally/classifier for books, periodicals, files etc",1
楍,,ben3,,楍,0,1,0,old variant of 本[ben3],1
畚,,ben3,,畚,0,1,0,"a basket or pan used for earth, manure etc",1
苯,,ben3,,苯,0,1,0,benzene/benzol (chemistry),1
坋,,ben4,,坋,0,1,0,dust/to dust/a bank of earth/to bring together/to dig/also pr. [fen4],1
坌,,ben4,,坌,0,1,0,variant of 坋[ben4]/old variant of 笨[ben4],1
夯,,ben4,,夯,0,1,0,variant of 笨[ben4],1
奔,,ben4,,奔,0,1,0,to go to/to head for/towards/Taiwan pr. [ben1],1
奔,,ben4,,犇,0,1,0,variant of 奔[ben4],1
笨,,ben4,,笨,0,1,0,stupid/foolish/silly/slow-witted/clumsy,1
伻,,beng1,,伻,0,1,0,to cause,1
嘣,,beng1,,嘣,0,1,0,(onom.) thump/boom/bang,1
崩,,beng1,,崩,0,1,0,to collapse/to fall into ruins/death of king or emperor/demise,1
祊,,beng1,,祊,0,1,0,side altar inside ancestral temple,1
绷,,beng1,,綳,0,1,0,variant of 繃|绷[beng1]/variant of 繃|绷[beng3],1
绷,,beng1,,繃,0,1,0,to draw tight/to stretch taut/to tack (with thread or pin)/embroidery hoop/woven bed mat,1
甭,,beng2,,甭,0,1,0,(contraction of 不用[bu4 yong4]) need not; please don't,1
甮,,beng2,,甮,0,1,0,old variant of 甭[beng2]/need not,1
埄,,beng3,,埄,0,1,0,variant of 埲[beng3],1
埲,,beng3,,埲,0,1,0,see 塕埲[weng3 beng3]/classifier for walls (Cantonese),1
琫,,beng3,,琫,0,1,0,gem ornament of scabbard,1
绷,,beng3,,繃,0,1,0,to have a taut face,1
菶,,beng3,,菶,0,1,0,expand/thick weeds,1
泵,,beng4,,泵,0,1,0,pump (loanword),1
甏,,beng4,,甏,0,1,0,"a squat jar for holding wine, sauces etc",1
甭,,beng4,,甭,0,1,0,(dialect) very,1
蹦,,beng4,,蹦,0,1,0,to jump/to bounce/to hop,1
迸,,beng4,,迸,0,1,0,to burst forth/to spurt/to crack/split,1
镚,,beng4,,鏰,0,1,0,small coin/dime,1
B,,bi1,,B,0,1,0,euphemistic variant of 屄[bi1],1
逼,,bi1,,偪,0,1,0,variant of 逼[bi1]/to compel/to pressure,1
屄,,bi1,,屄,0,1,0,cunt (vulgar),1
比,,bi1,,比,0,1,0,euphemistic variant of 屄[bi1],1
毴,,bi1,,毴,0,1,0,old variant of 屄[bi1],1
皀,,bi1,,皀,0,1,0,one grain,1
豍,,bi1,,豍,0,1,0,pea (Pisum sativum),1
逼,,bi1,,逼,0,1,0,to force (sb to do sth)/to compel/to press for/to extort/to press on towards/to press up to/to close in on/euphemistic variant of 屄[bi1],1
鲾,,bi1,,鰏,0,1,0,"the ponyfishes, aka slipmouths (Leiognathidae, a family of fishes in the order Perciformes)/Taiwan pr. [bi4]",1
鵖,,bi1,,鵖,0,1,0,see 鵖鴔[bi1 fu2],1
荸,,bi2,,荸,0,1,0,see 荸薺|荸荠[bi2 qi2],1
鼻,,bi2,,鼻,0,1,0,nose,1
俾,,bi3,,俾,0,1,0,to cause/to enable/phonetic bi/Taiwan pr. [bi4],1
匕,,bi3,,匕,0,1,0,dagger/ladle/ancient type of spoon,1
吡,,bi3,,吡,0,1,0,used as phonetic bi- or pi-,1
夶,,bi3,,夶,0,1,0,old variant of 比[bi3],1
妣,,bi3,,妣,0,1,0,deceased mother,1
彼,,bi3,,彼,0,1,0,that/those/(one) another,1
比,,bi3,,比,0,1,0,to compare/(followed by a noun and adjective) more {adj.} than {noun}/ratio/to gesture/(Taiwan pr. [bi4] in some compounds derived from Classical Chinese),1
沘,,bi3,,沘,0,1,0,name of a river,1
疕,,bi3,,疕,0,1,0,facial skin disease/mange,1
秕,,bi3,,秕,0,1,0,grain not fully grown/husks/withered grain/unripe grain,1
笔,,bi3,,筆,0,1,0,"pen/pencil/writing brush/to write or compose/the strokes of Chinese characters/classifier for sums of money, deals/CL:支[zhi1],枝[zhi1]",1
秕,,bi3,,粃,0,1,0,variant of 秕[bi3],1
舭,,bi3,,舭,0,1,0,bilge,1
鄙,,bi3,,鄙,0,1,0,rustic/low/base/mean/to despise/to scorn,1
䟆,,bi4,,䟆,0,1,0,old variant of 蹕|跸[bi4],1
咇,,bi4,,咇,0,1,0,fragrant,1
哔,,bi4,,嗶,0,1,0,(phonetic),1
坒,,bi4,,坒,0,1,0,to compare/to match/to equal,1
壁,,bi4,,壁,0,1,0,wall/rampart,1
奰,,bi4,,奰,0,1,0,anger,1
婢,,bi4,,婢,0,1,0,slave girl/maid servant,1
嬖,,bi4,,嬖,0,1,0,(treat as a) favorite,1
币,,bi4,,幣,0,1,0,money/coins/currency/silk,1
庇,,bi4,,庇,0,1,0,to protect/cover/shelter/hide or harbor,1
庳,,bi4,,庳,0,1,0,low-built house,1
弊,,bi4,,弊,0,1,0,detriment/fraud/harm/defeat,1
弼,,bi4,,弼,0,1,0,to assist,1
必,,bi4,,必,0,1,0,certainly/must/will/necessarily,1
怭,,bi4,,怭,0,1,0,frivolous/rude,1
愊,,bi4,,愊,0,1,0,melancholy/sincere,1
愎,,bi4,,愎,0,1,0,perverse/obstinate/willful,1
拂,,bi4,,拂,0,1,0,old variant of 弼[bi4],1
敝,,bi4,,敝,0,1,0,my (polite)/poor/ruined/shabby/worn out/defeated,1
毙,,bi4,,斃,0,1,0,to die/to shoot dead/to reject/to fall forward/(suffix) to death,1
柲,,bi4,,柲,0,1,0,weapon handle of bamboo strips,1
梐,,bi4,,梐,0,1,0,stockade,1
楅,,bi4,,楅,0,1,0,ox yoke placed on the horns,1
毖,,bi4,,毖,0,1,0,careful/to prevent,1
湢,,bi4,,湢,0,1,0,public bathhouse,1
滗,,bi4,,潷,0,1,0,to drain/to strain/to decant,1
濞,,bi4,,濞,0,1,0,used in place names/see 漾濞[Yang4 bi4],1
煏,,bi4,,煏,0,1,0,(dialect) to dry by a fire,1
狴,,bi4,,狴,0,1,0,(tapir),1
毙,,bi4,,獘,0,1,0,to collapse/variant of 斃|毙[bi4]/variant of 獙[bi4],1
獙,,bi4,,獙,0,1,0,used in 獙獙[bi4 bi4],1
珌,,bi4,,珌,0,1,0,gem on scabbard,1
璧,,bi4,,璧,0,1,0,jade annulus,1
畀,,bi4,,畀,0,1,0,to confer on/to give to,1
畁,,bi4,,畁,0,1,0,variant of 畀[bi4],1
毕,,bi4,,畢,0,1,0,the whole of/to finish/to complete/complete/full/finished,1
痹,,bi4,,痺,0,1,0,paralysis/numbness,1
皕,,bi4,,皕,0,1,0,two-hundred (rarely used)/200,1
碧,,bi4,,碧,0,1,0,green jade/bluish green/blue/jade,1
秘,,bi4,,秘,0,1,0,see 秘魯|秘鲁[Bi4 lu3],1
箅,,bi4,,箅,0,1,0,(bound form) bamboo grid for steaming food,1
篦,,bi4,,篦,0,1,0,fine-toothed comb/to comb,1
筚,,bi4,,篳,0,1,0,wicker,1
臂,,bi4,,臂,0,1,0,arm,1
苾,,bi4,,苾,0,1,0,(phonetic)/fragrant,1
萆,,bi4,,萆,0,1,0,castor seed,1
蓖,,bi4,,蓖,0,1,0,the castor-oil plant,1
荜,,bi4,,蓽,0,1,0,bean/pulse,1
蔽,,bi4,,蔽,0,1,0,to cover/to shield/to screen/to conceal,1
薜,,bi4,,薜,0,1,0,Ficus pumila,1
裨,,bi4,,裨,0,1,0,to benefit/to aid/advantageous/profitable,1
襞,,bi4,,襞,0,1,0,creases/folds or pleats in a garment,1
觱,,bi4,,觱,0,1,0,fever/tartar horn,1
诐,,bi4,,詖,0,1,0,unfair/to flatter,1
贲,,bi4,,賁,0,1,0,bright,1
赑,,bi4,,贔,0,1,0,see 贔屭|赑屃[Bi4 xi4],1
跸,,bi4,,蹕,0,1,0,to clear streets when emperor tours,1
躃,,bi4,,躃,0,1,0,variant of 躄[bi4],1
躄,,bi4,,躄,0,1,0,both feet crippled/lame,1
辟,,bi4,,辟,0,1,0,king/monarch/to enlist/to repel/to avoid,1
避,,bi4,,避,0,1,0,to avoid/to shun/to flee/to escape/to keep away from/to leave/to hide from,1
铋,,bi4,,鉍,0,1,0,bismuth (chemistry),1
鎞,,bi4,,鎞,0,1,0,"plowshare/barb, lancet",1
閇,,bi4,,閇,0,1,0,old variant of 閉|闭[bi4],1
闭,,bi4,,閉,0,1,0,to close/to stop up/to shut/to obstruct,1
閟,,bi4,,閟,0,1,0,hidden/hide,1
陛,,bi4,,陛,0,1,0,the steps to the throne,1
飶,,bi4,,飶,0,1,0,fragrance of food,1
馝,,bi4,,馝,0,1,0,fragrance,1
駜,,bi4,,駜,0,1,0,strong horse,1
驆,,bi4,,驆,0,1,0,used in transliterating Buddhist books,1
髀,,bi4,,髀,0,1,0,buttocks/thigh,1
鷩,,bi4,,鷩,0,1,0,phasianus pictus,1
吧,,bia1,,吧,0,1,0,(onom.) smack!,1
煸,,bian1,,煸,0,1,0,to stir-fry before broiling or stewing,1
猵,,bian1,,猵,0,1,0,a kind of otter,1
㺍,,bian1,,獱,0,1,0,old variant of 猵[bian1],1
砭,,bian1,,砭,0,1,0,ancient stone acupuncture needle/to criticize/to pierce,1
箯,,bian1,,箯,0,1,0,bamboo sedan chair,1
笾,,bian1,,籩,0,1,0,basket for fruits,1
编,,bian1,,編,0,1,0,to weave/to plait/to organize/to group/to arrange/to edit/to compile/to write/to compose/to fabricate/to make up,1
萹,,bian1,,萹,0,1,0,see 萹蓄[bian1 xu4]/Taiwan pr. [pian1],1
蝙,,bian1,,蝙,0,1,0,used in 蝙蝠[bian1 fu2],1
辺,,bian1,,辺,0,1,0,Japanese variant of 邊|边[bian1],1
邉,,bian1,,邉,0,1,0,old variant of 邊|边[bian1],1
边,,bian1,,邊,0,1,0,side/edge/margin/border/boundary/CL:個|个[ge4]/simultaneously,1
鞭,,bian1,,鞭,0,1,0,"whip or lash/to flog/to whip/conductor's baton/segmented iron weapon (old)/penis (of animal, served as food)",1
鳊,,bian1,,鯿,0,1,0,bream,1
匾,,bian3,,匾,0,1,0,horizontal rectangular inscribed tablet hung over a door or on a wall/shallow round woven bamboo basket,1
扁,,bian3,,扁,0,1,0,flat/(coll.) to beat (sb) up/old variant of 匾[bian3],1
碥,,bian3,,碥,0,1,0,dangerous rocks jutting out over rapids,1
稨,,bian3,,稨,0,1,0,see 稨豆[bian3 dou4],1
窆,,bian3,,窆,0,1,0,to put a coffin in the grave,1
萹,,bian3,,萹,0,1,0,see 萹豆[bian3 dou4],1
藊,,bian3,,藊,0,1,0,see 藊豆[bian3 dou4],1
褊,,bian3,,褊,0,1,0,narrow/urgent,1
贬,,bian3,,貶,0,1,0,to diminish/to demote/to reduce or devaluate/to disparage/to censure/to depreciate,1
便,,bian4,,便,0,1,0,plain/informal/suitable/convenient/opportune/to urinate or defecate/equivalent to 就[jiu4]: then/in that case/even if/soon afterwards,1
卞,,bian4,,卞,0,1,0,hurried,1
変,,bian4,,変,0,1,0,Japanese variant of 變|变[bian4],1
弁,,bian4,,弁,0,1,0,(old) cap (garment)/military officer of low rank (in former times)/preceding,1
遍,,bian4,,徧,0,1,0,variant of 遍[bian4],1
忭,,bian4,,忭,0,1,0,delighted/pleased,1
抃,,bian4,,抃,0,1,0,to applaud,1
缏,,bian4,,緶,0,1,0,braid,1
艑,,bian4,,艑,0,1,0,skiff,1
苄,,bian4,,苄,0,1,0,benzyl (chemistry),1
变,,bian4,,變,0,1,0,to change/to become different/to transform/to vary/rebellion,1
辨,,bian4,,辨,0,1,0,to distinguish/to recognize,1
辫,,bian4,,辮,0,1,0,a braid or queue/to plait,1
辩,,bian4,,辯,0,1,0,to dispute/to debate/to argue/to discuss,1
遍,,bian4,,遍,0,1,0,everywhere/all over/classifier for actions: one time,1
釆,,bian4,,釆,0,1,0,old variant of 辨[bian4],1
边,,bian5,,邊,0,1,0,suffix of a noun of locality,1
𰻝,,biang2,,𰻞,0,1,0,see 𰻞𰻞麵|𰻝𰻝面[biang2 biang2 mian4],1
□,,biang4,,□,0,1,0,"(Tw) (coll.) cool/awesome/(etymologically, a contracted form of 不一樣|不一样[bu4 yi1 yang4])/often written as ㄅㄧㄤˋ",1
儦,,biao1,,儦,0,1,0,walking to and fro,1
彪,,biao1,,彪,0,1,0,tiger stripes/tiger cub/(old) classifier for troops,1
摽,,biao1,,摽,0,1,0,(literary) to wave away/to discard,1
杓,,biao1,,杓,0,1,0,(literary) handle of a spoon or ladle/(literary) collective name for the three stars that form the handle of the Big Dipper,1
标,,biao1,,標,0,1,0,"mark/sign/label/to mark with a symbol, label, lettering etc/to bear (a brand name, registration number etc)/prize/award/bid/target/quota/(old) the topmost branches of a tree/visible symptom/classifier for military units",1
滮,,biao1,,滮,0,1,0,flowing of water,1
瀌,,biao1,,瀌,0,1,0,copious (of rain or snow),1
熛,,biao1,,熛,0,1,0,blaze/flame flaring,1
猋,,biao1,,猋,0,1,0,whirlwind,1
瘭,,biao1,,瘭,0,1,0,whitlow,1
穮,,biao1,,穮,0,1,0,to weed,1
脿,,biao1,,脿,0,1,0,old variant of 膘[biao1],1
膔,,biao1,,膔,0,1,0,variant of 膘[biao1],1
膘,,biao1,,膘,0,1,0,fat of a stock animal,1
膘,,biao1,,臕,0,1,0,variant of 膘[biao1],1
藨,,biao1,,藨,0,1,0,kind of raspberry,1
镖,,biao1,,鏢,0,1,0,dart-like throwing weapon/goods sent under the protection of an armed escort,1
镳,,biao1,,鑣,0,1,0,bit (of a bridle)/variant of 鏢|镖[biao1],1
飑,,biao1,,颮,0,1,0,whirlwind,1
飙,,biao1,,飆,0,1,0,whirlwind/violent wind,1
飚,,biao1,,飈,0,1,0,variant of 飆|飙[biao1],1
骉,,biao1,,驫,0,1,0,a horde of horses,1
髟,,biao1,,髟,0,1,0,hair/shaggy,1
麃,,biao1,,麃,0,1,0,to weed,1
嫑,,biao2,,嫑,0,1,0,(dialect) don't/must not/(contraction of 不 and 要),1
婊,,biao3,,婊,0,1,0,prostitute,1
表,,biao3,,表,0,1,0,exterior surface/family relationship via females/to show (one's opinion)/a model/a table (listing information)/a form/a meter (measuring sth),1
裱,,biao3,,裱,0,1,0,to hang (paper)/to mount (painting),1
褾,,biao3,,褾,0,1,0,cuff/border or edge (of clothing)/old variant of 裱[biao3],1
表,,biao3,,錶,0,1,0,watch (timepiece)/meter; gauge,1
俵,,biao4,,俵,0,1,0,to distribute/Taiwan pr. [biao3],1
摽,,biao4,,摽,0,1,0,to bind tightly/to link (arms)/to hang around with/to stick close to (sb)/to compete/(literary) to beat,1
鳔,,biao4,,鰾,0,1,0,swim bladder/air bladder of fish,1
憋,,bie1,,憋,0,1,0,to choke/to stifle/to restrain/to hold back/to hold in (urine)/to hold (one's breath),1
鳖,,bie1,,鱉,0,1,0,freshwater soft-shelled turtle,1
鳖,,bie1,,鼈,0,1,0,variant of 鱉|鳖[bie1],1
别,,bie2,,別,0,1,0,"to leave; to part (from)/(literary) to differentiate; to distinguish/(bound form) other; another; different/don't ...!/to fasten with a pin or clip/to stick in; to insert (in order to hinder movement)/(noun suffix) category (e.g. 性別|性别[xing4 bie2], 派別|派别[pai4 bie2])",1
蹩,,bie2,,蹩,0,1,0,"to limp/to sprain (an ankle or wrist)/to move carefully, as if evading a danger/to scurry",1
瘪,,bie3,,㿜,0,1,0,variant of 癟|瘪[bie3],1
瘪,,bie3,,癟,0,1,0,deflated/shriveled/sunken/empty,1
别,,bie4,,彆,0,1,0,"to make sb change their ways, opinions etc",1
傧,,bin1,,儐,0,1,0,best man/to entertain,1
彬,,bin1,,彬,0,1,0,urbane; well-bred; cultivated,1
斌,,bin1,,斌,0,1,0,variant of 彬[bin1],1
浜,,bin1,,浜,0,1,0,Japanese variant of 濱|滨[bin1]/used in Japanese place names such as Yokohama 橫浜|横浜[Heng2 bin1] with phonetic value hama,1
滨,,bin1,,濱,0,1,0,shore/beach/coast/bank/to border on,1
濒,,bin1,,瀕,0,1,0,to approach/to border on/near,1
玢,,bin1,,玢,0,1,0,(literary) a kind of jade,1
璸,,bin1,,璸,0,1,0,(pearl),1
缤,,bin1,,繽,0,1,0,helter-skelter/mixed colors/in confusion,1
𧏖,,bin1,,蠙,0,1,0,pearl-oyster,1
宾,,bin1,,賓,0,1,0,visitor/guest/object (in grammar),1
邠,,bin1,,邠,0,1,0,variant of 彬[bin1],1
镔,,bin1,,鑌,0,1,0,fine steel,1
摈,,bin4,,擯,0,1,0,to reject/to expel/to discard/to exclude/to renounce,1
殡,,bin4,,殯,0,1,0,a funeral/to encoffin a corpse/to carry to burial,1
膑,,bin4,,臏,0,1,0,variant of 髕|髌[bin4],1
髌,,bin4,,髕,0,1,0,kneecapping/to cut or smash the kneecaps as corporal punishment,1
髩,,bin4,,髩,0,1,0,old variant of 鬢|鬓[bin4],1
鬓,,bin4,,鬢,0,1,0,temples/hair on the temples,1
仌,,bing1,,仌,0,1,0,old variant of 冰[bing1],1
兵,,bing1,,兵,0,1,0,soldiers/a force/an army/weapons/arms/military/warlike/CL:個|个[ge4],1
冫,,bing1,,冫,0,1,0,"""ice"" radical in Chinese characters (Kangxi radical 15), occurring in 冰[bing1], 次[ci4] etc, known as 兩點水|两点水[liang3 dian3 shui3]",1
冰,,bing1,,冰,0,1,0,ice/CL:塊|块[kuai4]/to chill sth/(of an object or substance) to feel cold/(of a person) cold/unfriendly/(slang) methamphetamine,1
屏,,bing1,,屏,0,1,0,see 屏營|屏营[bing1 ying2],1
掤,,bing1,,掤,0,1,0,arrow-quiver cover,1
栟,,bing1,,栟,0,1,0,Trachycarpus excelsa,1
梹,,bing1,,梹,0,1,0,variant of 檳|槟[bing1],1
槟,,bing1,,檳,0,1,0,betel palm (Areca catechu)/betel nut/Taiwan pr. [bin1],1
冰,,bing1,,氷,0,1,0,variant of 冰[bing1],1
丙,,bing3,,丙,0,1,0,"third of the ten Heavenly Stems 十天干[shi2 tian1 gan1]/third in order/letter ""C"" or Roman ""III"" in list ""A, B, C"", or ""I, II, III"" etc/ancient Chinese compass point: 165°/propyl",1
屏,,bing3,,屏,0,1,0,to get rid of/to put aside/to reject/to keep control/to hold (one's breath),1
怲,,bing3,,怲,0,1,0,sad/mournful,1
抦,,bing3,,抦,0,1,0,old variant of 秉[bing3]/variant of 柄[bing3]/handle/shaft,1
昞,,bing3,,昞,0,1,0,variant of 炳[bing3],1
昺,,bing3,,昺,0,1,0,bright/glorious,1
柄,,bing3,,柄,0,1,0,"handle or shaft (of an axe etc)/(of a flower, leaf or fruit) stem/sth that affords an advantage to an opponent/classifier for knives or blades",1
炳,,bing3,,炳,0,1,0,bright/brilliant/luminous,1
秉,,bing3,,秉,0,1,0,to grasp/to hold/to maintain,1
禀,,bing3,,稟,0,1,0,to make a report (to a superior)/to give/to endow/to receive/petition,1
絣,,bing3,,絣,0,1,0,"Ikat, a type of woven silk/Kasuri",1
苪,,bing3,,苪,0,1,0,"bright/shining, splendid",1
邴,,bing3,,邴,0,1,0,ancient city name/happy,1
鉼,,bing3,,鉼,0,1,0,plate,1
鞞,,bing3,,鞞,0,1,0,scabbard,1
饼,,bing3,,餅,0,1,0,round flat cake/cookie/cake/pastry/CL:張|张[zhang1],1
餠,,bing3,,餠,0,1,0,variant of 餅|饼[bing3],1
并,,bing4,,並,0,1,0,and/furthermore/also/together with/(not) at all/simultaneously/to combine/to join/to merge,1
并,,bing4,,併,0,1,0,to combine/to amalgamate,1
倂,,bing4,,倂,0,1,0,variant of 併|并[bing4],1
寎,,bing4,,寎,0,1,0,nightmare/start in sleep,1
幷,,bing4,,幷,0,1,0,variant of 並|并[bing4]/variant of 併|并[bing4],1
摒,,bing4,,摒,0,1,0,to discard/to get rid of,1
病,,bing4,,病,0,1,0,illness/CL:場|场[chang2]/disease/to fall ill/defect,1
并,,bing4,,竝,0,1,0,variant of 並|并[bing4],1
靐,,bing4,,靐,0,1,0,thunder,1
□,,biu1,,□,0,1,0,(onom.) pew! (sound of a bullet fired from a gun)/also pr. [biu4],1
剥,,bo1,,剝,0,1,0,to peel/to skin/to flay/to shuck,1
哱,,bo1,,哱,0,1,0,"phonetic bo/used in onomatopoeia/see 呼呼哱[hu1 hu1 bo1], hoopoe bird",1
啵,,bo1,,啵,0,1,0,(onom.) to bubble,1
嶓,,bo1,,嶓,0,1,0,name of a mountain,1
拨,,bo1,,撥,0,1,0,"to push aside with the hand, foot, a stick etc/to dial/to allocate/to set aside (money)/to poke (the fire)/to pluck (a string instrument)/to turn round/classifier: group, batch",1
播,,bo1,,播,0,1,0,to sow/to scatter/to spread/to broadcast/Taiwan pr. [bo4],1
波,,bo1,,波,0,1,0,wave/ripple/storm/surge,1
玻,,bo1,,玻,0,1,0,glass,1
癶,,bo1,,癶,0,1,0,"Kangxi radical 105, known as 登字頭|登字头[deng1 zi4 tou2]",1
盋,,bo1,,盋,0,1,0,obscure variant of 缽|钵[bo1],1
砵,,bo1,,砵,0,1,0,alms bowl,1
钵,,bo1,,缽,0,1,0,small earthenware plate or basin/a monk's alms bowl/Sanskrit paatra,1
菠,,bo1,,菠,0,1,0,spinach,1
蕃,,bo1,,蕃,0,1,0,see 吐蕃[Tu3 bo1],1
钵,,bo1,,鉢,0,1,0,variant of 缽|钵[bo1],1
饽,,bo1,,餑,0,1,0,cake/biscuit,1
𬭛,,bo1,,𨨏,0,1,0,bohrium (chemistry),1
䬪,,bo2,,䬪,0,1,0,variant of 餺|馎[bo2],1
伯,,bo2,,伯,0,1,0,"father's elder brother/senior/paternal elder uncle/eldest of brothers/respectful form of address/Count, third of five orders of nobility 五等爵位[wu3 deng3 jue2 wei4]",1
勃,,bo2,,勃,0,1,0,flourishing/prosperous/suddenly/abruptly,1
博,,bo2,,博,0,1,0,extensive/ample/rich/obtain/aim/to win/to get/plentiful/to gamble,1
嚗,,bo2,,嚗,0,1,0,(onom.) sound of sth splitting or breaking apart/sound of an object falling to the ground/a cry of rage/Taiwan pr. [bo1],1
壆,,bo2,,壆,0,1,0,mounded row of soil (in which crops are planted),1
帛,,bo2,,帛,0,1,0,silk,1
博,,bo2,,愽,0,1,0,old variant of 博[bo2],1
搏,,bo2,,搏,0,1,0,to fight/to combat/to seize/(of heart) to beat,1
柏,,bo2,,柏,0,1,0,(used for transcribing names),1
桲,,bo2,,桲,0,1,0,flail,1
欂,,bo2,,欂,0,1,0,rafter,1
