zi	desc	pinyin	nstrokes	alias	is_radical	is_zi	is_traditional	is_active	desc_en_2	desc_en														
樕		su4		樕	0	1	0	1		shrub														
橚		su4		橚	0	1	0	1		tall and straight (of trees)														
泝		su4		泝	0	1	0	1		variant of 溯[su4]														
涑		su4		涑	0	1	0	1		name of a river														
溯		su4		溯	0	1	0	1		to go upstream/to trace the source														
玊		su4		玊	0	1	0	1		jade with a blemish/person who cuts and polishes jade														
簌		su4		簌	0	1	0	1		dense vegetation/sieve														
粛		su4		粛	0	1	0	1		Japanese variant of 肅|肃														
粟		su4		粟	0	1	0	1		grain/millet/goose bumps														
素		su4		素	0	1	0	1		raw silk/white/plain, unadorned/vegetarian (food)/essence/nature/element/constituent/usually/always/ever														
肃		su4		肅	0	1	0	1		respectful/solemn/to eliminate/to clean up														
膆		su4		膆	0	1	0	1		(literary) fat/variant of 嗉[su4]														
蔌		su4		蔌	0	1	0	1		(literary) vegetables														
觫		su4		觫	0	1	0	1		used in 觳觫[hu2 su4]														
诉		su4		訴	0	1	0	1		to complain/to sue/to tell														
谡		su4		謖	0	1	0	1		composed/rise/to begin														
速		su4		速	0	1	0	1		fast/rapid/quick/velocity														
溯		su4		遡	0	1	0	1		variant of 溯[su4]														
遫		su4		遫	0	1	0	1		alert/nimble/quick														
𫗧		su4		餗	0	1	0	1		pot of cooked rice														
骕		su4		驌	0	1	0	1		see 驌驦|骕骦[su4 shuang1]														
鱐		su4		鱐	0	1	0	1		dried fish														
鹔		su4		鷫	0	1	0	1		used in 鷫鸘|鹔鹴[su4 shuang1]														
狻		suan1		狻	0	1	0	1		(mythical animal)		1												
痠		suan1		痠	0	1	0	1		variant of 酸[suan1]/to ache/to be sore														
酸		suan1		酸	0	1	0	1		sour/tart/sick at heart/grieved/sore/aching/pedantic/impractical/to make sarcastic remarks about sb/an acid														
匴		suan3		匴	0	1	0	1		bamboo utensil used for washing rice in ancient times/bamboo container for a hat used in the capping ceremony 冠禮|冠礼[guan4 li3] in ancient times														
篹		suan3		篹	0	1	0	1		ancient bamboo basket for food/variant of 匴[suan3]/bamboo container for hats		1												
祘		suan4		祘	0	1	0	1		variant of 算[suan4], to calculate														
筭		suan4		筭	0	1	0	1		to regard as/to figure														
算		suan4		算	0	1	0	1		to regard as/to figure/to calculate/to compute														
蒜		suan4		蒜	0	1	0	1		garlic/CL:頭|头[tou2],瓣[ban4]														
夊		sui1		夊	0	1	0	1		see 夂[zhi3]														
尿		sui1		尿	0	1	0	1		(coll.) urine														
浽		sui1		浽	0	1	0	1		see 浽溦[sui1 wei1]														
濉		sui1		濉	0	1	0	1		name of a river														
眭		sui1		眭	0	1	0	1		to have a deep or piercing gaze														
睢		sui1		睢	0	1	0	1		to stare														
芕		sui1		芕	0	1	0	1		a kind of medicinal herb														
荽		sui1		荽	0	1	0	1		coriander														
虽		sui1		雖	0	1	0	1		although/even though														
绥		sui2		綏	0	1	0	1		to pacify/Taiwan pr. [sui1]														
遂		sui2		遂	0	1	0	1		used in 半身不遂[ban4 shen1 bu4 sui2]/Taiwan pr. [sui4]														
随		sui2		隨	0	1	0	1		to follow/to comply with/varying according to.../to allow/subsequently														
雟		sui2		雟	0	1	0	1		sparrow/revolve/place name														
䯝		sui3		䯝	0	1	0	1		variant of 髓/marrow/essence/quintessence/pith (soft interior of plant stem)		1												
瀡		sui3		瀡	0	1	0	1		slippery														
髄		sui3		髄	0	1	0	1		variant of 髓[sui3]														
髓		sui3		髓	0	1	0	1		marrow/essence/quintessence/pith (soft interior of plant stem)														
㒸		sui4		㒸	0	1	0	1		archaic variant of 遂[sui4]														
岁		sui4		嵗	0	1	0	1		variant of 歲|岁[sui4], year/years old														
檖		sui4		檖	0	1	0	1		(tree)														
岁		sui4		歲	0	1	0	1		classifier for years (of age)/year/year (of crop harvests)														
歳		sui4		歳	0	1	0	1		Japanese variant of 歲|岁														
燧		sui4		燧	0	1	0	1		fire/speculum/to obtain fire by drilling wood, striking flint, sun's rays etc														
璲		sui4		璲	0	1	0	1		pendant girdle-ornaments														
睟		sui4		睟	0	1	0	1		bright eye/clear														
砕		sui4		砕	0	1	0	1		variant of 碎[sui4]														
碎		sui4		碎	0	1	0	1		to break down/to break into pieces/fragmentary														
祟		sui4		祟	0	1	0	1		evil spirit														
穂		sui4		穂	0	1	0	1		Japanese variant of 穗[sui4]														
穗		sui4		穗	0	1	0	1		ear of grain/fringe/tassel														
穟		sui4		穟	0	1	0	1		ear of grain														
繐		sui4		繐	0	1	0	1		fine and loose cloth/tassel														
䍁		sui4		繸	0	1	0	1		tassel														
襚		sui4		襚	0	1	0	1		grave-clothes														
谇		sui4		誶	0	1	0	1		abuse														
譢		sui4		譢	0	1	0	1		old variant of 誶|谇[sui4]														
賥		sui4		賥	0	1	0	1		money and property		 counter	1											
遂		sui4		遂	0	1	0	1		to satisfy/to succeed/then/thereupon/finally/unexpectedly/to proceed/to reach														
邃		sui4		邃	0	1	0	1		deep/distant/mysterious														
𬭼		sui4		鐩	0	1	0	1		speculum														
隧		sui4		隧	0	1	0	1		tunnel/underground passage		 liverwort	1											
孙		sun1		孫	0	1	0	1		grandson/descendant														
搎		sun1		搎	0	1	0	1		to rub with the hand/to stroke														
狲		sun1		猻	0	1	0	1		(monkey)														
荪		sun1		蓀	0	1	0	1		fragrant grass														
飧		sun1		飧	0	1	0	1		(literary) supper														
飧		sun1		飱	0	1	0	1		variant of 飧[sun1]														
榫		sun3		榫	0	1	0	1		tenon (cabinetmaking)														
笋		sun3		筍	0	1	0	1		bamboo shoot														
簨		sun3		簨	0	1	0	1		cross-beam for hanging bells														
隼		sun3		隼	0	1	0	1		falcon/Taiwan pr. [zhun3]														
傞		suo1		傞	0	1	0	1		uneven/unsteady (in dancing)														
唆		suo1		唆	0	1	0	1		to suck/to incite														
嗍		suo1		嗍	0	1	0	1		to suck/Taiwan pr. [shuo4]														
嗦		suo1		嗦	0	1	0	1		suck														
娑		suo1		娑	0	1	0	1		(phonetic)/see 婆娑[po2 suo1]														
挲		suo1		挱	0	1	0	1		variant of 挲[suo1]														
挲		suo1		挲	0	1	0	1		feel/to fondle														
桫		suo1		桫	0	1	0	1		horse chestnut/Stewartia pseudocamellia (botany)														
梭		suo1		梭	0	1	0	1		shuttle (textiles)/to move back and fro														
睃		suo1		睃	0	1	0	1		to throw a glance at/to peer at/Taiwan pr. [jun4]														
蓑		suo1		簑	0	1	0	1		variant of 蓑[suo1]														
缩		suo1		縮	0	1	0	1		to withdraw/to pull back/to contract/to shrink/to reduce/abbreviation/also pr. [su4]														
羧		suo1		羧	0	1	0	1		carboxyl radical (chemistry)														
莎		suo1		莎	0	1	0	1		see 莎草[suo1 cao3]/see 摩莎[mo2 suo1]														
蓑		suo1		蓑	0	1	0	1		rain coat made of straw etc														
蹜		suo1		蹜	0	1	0	1		walk carefully														
唢		suo3		嗩	0	1	0	1		used in 嗩吶|唢呐[suo3 na4]														
所		suo3		所	0	1	0	1		actually/place/classifier for houses, small buildings, institutions etc/that which/particle introducing a relative clause or passive/CL:個|个[ge4]														
琐		suo3		瑣	0	1	0	1		fragmentary/trifling														
璅		suo3		璅	0	1	0	1		fragmentary/trifling														
索		suo3		索	0	1	0	1		to search/to demand/to ask/to exact/large rope/isolated														
鎍		suo3		鎍	0	1	0	1		chain/wire														
锁		suo3		鎻	0	1	0	1		old variant of 鎖|锁[suo3]														
鏁		suo3		鏁	0	1	0	1		old variant of 鎖|锁[suo3]														
㐌		ta1		㐌	0	1	0	1		variant of 它[ta1]														
塌		ta1		塌	0	1	0	1		to collapse/to droop/to settle down														
她		ta1		她	0	1	0	1		she														
它		ta1		它	0	1	0	1		it														
溻		ta1		溻	0	1	0	1		(of clothes) to be soaked with sweat														
牠		ta1		牠	0	1	0	1		it (used for animals)														
祂		ta1		祂	0	1	0	1		(third person pronoun for a divine being)														
褟		ta1		褟	0	1	0	1		inner shirt/to sew onto clothing/see also 禢[Ta4]														
趿		ta1		趿	0	1	0	1		see 趿拉[ta1 la5]														
踏		ta1		踏	0	1	0	1		see 踏實|踏实[ta1 shi5]														
遢		ta1		遢	0	1	0	1		meaningless bound form used only in 邋遢[la1 ta5]/Taiwan pr. [ta4]														
铊		ta1		鉈	0	1	0	1		thallium (chemistry)														
塔		ta3		塔	0	1	0	1		pagoda/tower/minaret/stupa (abbr. loanword from Sanskrit tapo)/CL:座[zuo4]														
塔		ta3		墖	0	1	0	1		old variant of 塔[ta3]														
獭		ta3		獺	0	1	0	1		otter/Taiwan pr. [ta4]														
𨱏		ta3		鎝	0	1	0	1		technetium (chemistry) (Tw)														
鳎		ta3		鰨	0	1	0	1		sole (fish)														
嗒		ta4		嗒	0	1	0	1		to despair														
拓		ta4		拓	0	1	0	1		to make a rubbing (e.g. of an inscription)														
搨		ta4		搨	0	1	0	1		to make a rubbing														
挞		ta4		撻	0	1	0	1		flog/rapid														
榻		ta4		榻	0	1	0	1		couch														
毾		ta4		毾	0	1	0	1		a coarse, woollen serge														
沓		ta4		沓	0	1	0	1		again and again/many														
漯		ta4		漯	0	1	0	1		name of a river														
譶		ta4		譶	0	1	0	1		to talk fast														
踏		ta4		踏	0	1	0	1		to tread/to stamp/to step on/to press a pedal/to investigate on the spot														
蹋		ta4		蹋	0	1	0	1		to step on														
遝		ta4		遝	0	1	0	1		abundant/mixed														
錔		ta4		錔	0	1	0	1		to encase the end with metal														
鎉		ta4		鎉	0	1	0	1		thallium														
阘		ta4		闒	0	1	0	1		door or window in an upper story														
闼		ta4		闥	0	1	0	1		door of an inner room														
胎		tai1		胎	0	1	0	1		fetus/classifier for litters (of puppies etc)/padding (in clothing or bedding)/womb carrying a fetus/(fig.) origin/source/(loanword) tire														
苔		tai1		苔	0	1	0	1		used in 舌苔[she2 tai1]														
儓		tai2		儓	0	1	0	1		servant														
台		tai2		台	0	1	0	1		(classical) you (in letters)/variant of 臺|台[tai2]														
抬		tai2		抬	0	1	0	1		to lift/to raise/(of two or more persons) to carry														
擡		tai2		擡	0	1	0	1		variant of 抬[tai2]														
枱		tai2		枱	0	1	0	1		old variant of 檯|台[tai2]														
炱		tai2		炱	0	1	0	1		soot														
炲		tai2		炲	0	1	0	1		variant of 炱[tai2]														
台		tai2		臺	0	1	0	1		platform/stage/terrace/stand/support/station/broadcasting station/classifier for vehicles or machines														
薹		tai2		薹	0	1	0	1		Carex dispalatha														
跆		tai2		跆	0	1	0	1		to trample, to kick														
台		tai2		颱	0	1	0	1		typhoon														
骀		tai2		駘	0	1	0	1		tired/worn out horse														
鲐		tai2		鮐	0	1	0	1		mackerel/Pacific mackerel (Pneumatophorus japonicus)														
呔		tai3		呔	0	1	0	1		(dialect) non-local in one's speaking accent														
太		tai4		太	0	1	0	1		highest/greatest/too (much)/very/extremely														
忕		tai4		忕	0	1	0	1		extravagant/luxurious														
忲		tai4		忲	0	1	0	1		variant of 忕[tai4]														
态		tai4		態	0	1	0	1		(bound form)/appearance/shape/form/state/attitude/(grammar) voice														
汰		tai4		汰	0	1	0	1		to discard/to eliminate		 in case	1											
泰		tai4		泰	0	1	0	1		safe/peaceful/most/grand														
肽		tai4		肽	0	1	0	1		peptide (two or more amino acids linked by peptide bonds CO-NH)														
酞		tai4		酞	0	1	0	1		phthalein (chemistry)														
钛		tai4		鈦	0	1	0	1		titanium (chemistry)														
啴		tan1		嘽	0	1	0	1		used in 嘽嘽|啴啴[tan1 tan1]														
坍		tan1		坍	0	1	0	1		to collapse														
怹		tan1		怹	0	1	0	1		he/she/(courteous, as opposed to 他[ta1])														
摊		tan1		攤	0	1	0	1		to spread out/vendor's stand														
滩		tan1		灘	0	1	0	1		beach/shoal/rapids/CL:片[pian4]/classifier for liquids: pool, puddle														
瘫		tan1		癱	0	1	0	1		paralyzed														
贪		tan1		貪	0	1	0	1		to have a voracious desire for/to covet/greedy/corrupt														
倓		tan2		倓	0	1	0	1		quiet/peaceful														
墰		tan2		墰	0	1	0	1		variant of 罈|坛[tan2]														
墵		tan2		墵	0	1	0	1		old variant of 壜[tan2]														
坛		tan2		壇	0	1	0	1		platform/rostrum/altar														
壜		tan2		壜	0	1	0	1		variant of 罈|坛[tan2]														
弹		tan2		彈	0	1	0	1		to pluck (a string)/to play (a string instrument)/to spring or leap/to shoot (e.g. with a catapult)/(of cotton) to fluff or tease/to flick/to flip/to accuse/to impeach/elastic (of materials)														
惔		tan2		惔	0	1	0	1		to burn														
昙		tan2		曇	0	1	0	1		dark clouds														
榃		tan2		榃	0	1	0	1		raised path between fields														
檀		tan2		檀	0	1	0	1		sandalwood/hardwood/purple-red														
潭		tan2		潭	0	1	0	1		deep pool/pond/pit (dialect)/depression														
痰		tan2		痰	0	1	0	1		phlegm/spittle														
坛		tan2		罈	0	1	0	1		earthen jar														
罎		tan2		罎	0	1	0	1		variant of 罈|坛[tan2]														
覃		tan2		覃	0	1	0	1		deep														
谈		tan2		談	0	1	0	1		to speak/to talk/to converse/to chat/to discuss														
谭		tan2		譚	0	1	0	1		variant of 談|谈[tan2]														
醰		tan2		醰	0	1	0	1		bitter taste in wine/rich/full flavored														
锬		tan2		錟	0	1	0	1		long spear														
餤		tan2		餤	0	1	0	1		to advance														
黮		tan2		黮	0	1	0	1		black, dark/unclear/private														
嗿		tan3		嗿	0	1	0	1		sound of many people eating														
坦		tan3		坦	0	1	0	1		flat/open-hearted/level/smooth														
忐		tan3		忐	0	1	0	1		nervous														
毯		tan3		毯	0	1	0	1		blanket/rug														
璮		tan3		璮	0	1	0	1		a kind of jade														
禫		tan3		禫	0	1	0	1		sacrifice at the end of mourning														
菼		tan3		菼	0	1	0	1		Miscanthus sacchariflorus (Amur silvergrass)/Miscanthus sinensis (feather grass)														
袒		tan3		袒	0	1	0	1		to bare														
袒		tan3		襢	0	1	0	1		old variant of 袒[tan3]														
贉		tan3		贉	0	1	0	1		pay an advance/silk book cover														
醓		tan3		醓	0	1	0	1		brine of pickled meat														
钽		tan3		鉭	0	1	0	1		tantalum (chemistry)														
叹		tan4		嘆	0	1	0	1		to sigh/to exclaim														
探		tan4		探	0	1	0	1		to explore/to search out/to scout/to visit/to stretch forward														
叹		tan4		歎	0	1	0	1		variant of 嘆|叹[tan4]														
炭		tan4		炭	0	1	0	1		wood charcoal/coal														
碳		tan4		碳	0	1	0	1		carbon (chemistry)														
趟		tang1		䠀	0	1	0	1		old variant of 趟[tang1]		1												
嘡		tang1		嘡	0	1	0	1		(onom.) clang/bong/bang														
汤		tang1		湯	0	1	0	1		soup/hot or boiling water/decoction of medicinal herbs/water in which sth has been boiled														
羰		tang1		羰	0	1	0	1		carbonyl (radical)														
趟		tang1		趟	0	1	0	1		to wade/to trample/to turn the soil														
蹚		tang1		蹚	0	1	0	1		to wade/to trample														
镗		tang1		鏜	0	1	0	1		noise of drums														
唐		tang2		唐	0	1	0	1		to exaggerate/empty/in vain/old variant of 螗[tang2]		 to hover/to make room	 to clear out	 to vacate/(verb suffix indicating repeated action)	1									
啺		tang2		啺	0	1	0	1		old variant of 唐[tang2]														
堂		tang2		堂	0	1	0	1		(main) hall/large room for a specific purpose/CL:間|间[jian1]/relationship between cousins etc on the paternal side of a family/of the same clan/classifier for classes, lectures etc/classifier for sets of furniture														
塘		tang2		塘	0	1	0	1		dyke/embankment/pool or pond/hot-water bathing pool														
