zi	desc	pinyin	nstrokes	alias	is_radical	is_zi	is_traditional	is_active	desc_en_2	desc_en														
崃		lai2		崍	0	1	0	1		name of a mountain in Sichuan														
徕		lai2		徠	0	1	0	1		used in 招徠|招徕[zhao1 lai2]														
梾		lai2		棶	0	1	0	1		used in 棶木|梾木[lai2 mu4]														
涞		lai2		淶	0	1	0	1		brook/ripple														
箂		lai2		箂	0	1	0	1		(bamboo)														
莱		lai2		萊	0	1	0	1		name of weed plant (fat hen, goosefoot, pigweed etc)/Chenopodium album														
铼		lai2		錸	0	1	0	1		rhenium (chemistry)														
騋		lai2		騋	0	1	0	1		mare														
鯠		lai2		鯠	0	1	0	1		to confer/to bestow on an inferior/to reward														
唻		lai4		唻	0	1	0	1		(modal particle similar to 呢[ne5] or 啦[la1])														
濑		lai4		瀨	0	1	0	1		name of a river/rushing of water														
瀬		lai4		瀬	0	1	0	1		Japanese variant of 瀨|濑														
癞		lai4		癩	0	1	0	1		scabies/skin disease														
睐		lai4		睞	0	1	0	1		to glance/to look askance at														
籁		lai4		籟	0	1	0	1		a sound/a noise/musical pipe with 3 reeds														
藾		lai4		藾	0	1	0	1		(fragrant labiate plant)														
赉		lai4		賚	0	1	0	1		to bestow/to confer														
赖		lai4		賴	0	1	0	1		to depend on/to hang on in a place/bad/to renege (on promise)/to disclaim/to rat (on debts)/rascally/to blame/to put the blame on														
赖		lai4		頼	0	1	0	1		variant of 賴|赖[lai4]														
囒		lan2		囒	0	1	0	1		confused chatter/incomprehensible babble/variant of 讕|谰, to accuse unjustly														
婪		lan2		婪	0	1	0	1		avaricious														
岚		lan2		嵐	0	1	0	1		mist/name of a mountain														
婪		lan2		惏	0	1	0	1		old variant of 婪[lan2]														
拦		lan2		攔	0	1	0	1		to block sb's path/to obstruct/to flag down (a taxi)														
斓		lan2		斕	0	1	0	1		used in 斑斕|斑斓[ban1 lan2]														
栏		lan2		欄	0	1	0	1		fence/railing/hurdle/column or box (of text or other data)														
澜		lan2		瀾	0	1	0	1		swelling water														
篮		lan2		籃	0	1	0	1		basket (receptacle)/basket (in basketball)														
籣		lan2		籣	0	1	0	1		bow case/quiver														
蓝		lan2		藍	0	1	0	1		blue/indigo plant														
兰		lan2		蘭	0	1	0	1		orchid (蘭花|兰花 Cymbidium goeringii)/fragrant thoroughwort (蘭草|兰草 Eupatorium fortunei)/lily magnolia (木蘭|木兰)														
褴		lan2		襤	0	1	0	1		ragged garments														
襕		lan2		襴	0	1	0	1		full length gown (old)														
襽		lan2		襽	0	1	0	1		old variant of 襴|襕[lan2]/brocade														
谰		lan2		讕	0	1	0	1		to make a false charge														
𨅬		lan2		躝	0	1	0	1		to pass/to step over/to creep/to twine round														
镧		lan2		鑭	0	1	0	1		lanthanum (chemistry)														
阑		lan2		闌	0	1	0	1		railing/balustrade/door-screen/exhausted/late														
㨫		lan3		㩜	0	1	0	1		variant of 擥[lan3]														
𡒄		lan3		壈	0	1	0	1		disappointed														
懒		lan3		嬾	0	1	0	1		variant of 懶|懒[lan3]														
孄		lan3		孄	0	1	0	1		old variant of 懶|懒[lan3]														
孏		lan3		孏	0	1	0	1		old variant of 懶|懒[lan3]														
懒		lan3		懶	0	1	0	1		lazy														
擥		lan3		擥	0	1	0	1		variant of 攬|揽[lan3]														
榄		lan3		欖	0	1	0	1		olive														
漤		lan3		漤	0	1	0	1		to soak (fruits) in hot water or limewater to remove astringent taste/to marinate in salt etc/to pickle														
灠		lan3		灠	0	1	0	1		variant of 漤[lan3]														
缆		lan3		纜	0	1	0	1		cable/hawser/to moor														
罱		lan3		罱	0	1	0	1		a kind of tool used to dredge up fish, water plants or river mud, consisting of a net attached to a pair of bamboo poles, which are used to open and close the net/to dredge with such a tool														
覧		lan3		覧	0	1	0	1		Japanese variant of 覽|览														
览		lan3		覽	0	1	0	1		to look at/to view/to read														
滥		lan4		濫	0	1	0	1		overflowing/excessive/indiscriminate														
灠		lan4		灠	0	1	0	1		variant of 濫|滥[lan4]														
燗		lan4		燗	0	1	0	1		old variant of 爛|烂[lan4]														
爤		lan4		爤	0	1	0	1		old variant of 爛|烂[lan4]														
啷		lang1		啷	0	1	0	1		(onom.) bang/clank/see 哐啷, clatter														
嫏		lang2		嫏	0	1	0	1		used in 嫏嬛[Lang2 huan2]														
廊		lang2		廊	0	1	0	1		corridor/veranda/porch														
桹		lang2		桹	0	1	0	1		(palm)														
榔		lang2		榔	0	1	0	1		tall tree (archaic)														
狼		lang2		狼	0	1	0	1		wolf/CL:匹[pi3],隻|只[zhi1],條|条[tiao2]														
琅		lang2		琅	0	1	0	1		jade-like stone/clean and white/tinkling of pendants														
琅		lang2		瑯	0	1	0	1		(gem)/tinkling of pendants														
稂		lang2		稂	0	1	0	1		grass/weeds														
筤		lang2		筤	0	1	0	1		young bamboo														
螂		lang2		蜋	0	1	0	1		variant of 螂[lang2]														
螂		lang2		螂	0	1	0	1		dragonfly/mantis														
郎		lang2		郎	0	1	0	1		(arch.) minister/official/noun prefix denoting function or status/a youth														
郞		lang2		郞	0	1	0	1		variant of 郎[lang2]														
锒		lang2		鋃	0	1	0	1		chain/ornament														
𨱍		lang2		鎯	0	1	0	1		large hammer														
阆		lang2		閬	0	1	0	1		in 閌閬|闶阆, open space in a structure														
塱		lang3		塱	0	1	0	1		raised bank/mud wall														
朗		lang3		朗	0	1	0	1		clear/bright														
烺		lang3		烺	0	1	0	1		blaze/light														
㫰		lang4		㫰	0	1	0	1		(dialect) to dry (sth) in the sun/to dry (sth) in the air														
埌		lang4		埌	0	1	0	1		wasteland/wild														
崀		lang4		崀	0	1	0	1		used in place names														
浪		lang4		浪	0	1	0	1		wave/breaker/unrestrained/dissipated/to stroll/to ramble														
莨		lang4		莨	0	1	0	1		Scopalia japonica maxin														
蒗		lang4		蒗	0	1	0	1		(herb)/place name														
阆		lang4		閬	0	1	0	1		lofty/high gate/empty moat														
捞		lao1		撈	0	1	0	1		to fish up/to dredge up														
粩		lao1		粩	0	1	0	1		a traditional pastry of Taiwan and Fujian which is fried, then coated with maltose and rolled in sesame seeds or chopped peanuts etc/Taiwan pr. [lao3]														
労		lao2		労	0	1	0	1		Japanese variant of 勞|劳														
劳		lao2		勞	0	1	0	1		to toil/labor/laborer/to put sb to trouble (of doing sth)/meritorious deed/to console (Taiwan pr. [lao4] for this sense)														
哰		lao2		哰	0	1	0	1		see 囒哰[lan2 lao2], confused talk														
唠		lao2		嘮	0	1	0	1		to chatter														
崂		lao2		嶗	0	1	0	1		name of a mountain in Shandong														
牢		lao2		牢	0	1	0	1		firm/sturdy/fold (for animals)/sacrifice/prison														
痨		lao2		癆	0	1	0	1		tuberculosis														
窂		lao2		窂	0	1	0	1		variant of 牢[lao2]														
醪		lao2		醪	0	1	0	1		wine or liquor with sediment														
铹		lao2		鐒	0	1	0	1		lawrencium (chemistry)														
髝		lao2		髝	0	1	0	1		see 髝髞[lao2 sao4]														
㧯		lao3		㧯	0	1	0	1		round-bottomed wicker basket/(dialect) to lift/to carry on one's shoulder														
佬		lao3		佬	0	1	0	1		male/man (Cantonese)														
咾		lao3		咾	0	1	0	1		a noise/a sound														
姥		lao3		姥	0	1	0	1		grandma (maternal)		1												
栳		lao3		栳	0	1	0	1		basket														
潦		lao3		潦	0	1	0	1		flooded/heavy rain														
狫		lao3		狫	0	1	0	1		name of a tribe														
老		lao3		老	0	1	0	1		prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family or to indicate affection or familiarity/old (of people)/venerable (person)/experienced/of long standing/always/all the time/of the past/very/outdated/(of meat etc) tough														
轑		lao3		轑	0	1	0	1		spokes														
铑		lao3		銠	0	1	0	1		rhodium (chemistry)														
唠		lao4		嘮	0	1	0	1		to gossip/to chat (dialect)														
嫪		lao4		嫪	0	1	0	1		longing (unrequited passion)														
涝		lao4		澇	0	1	0	1		flooded														
烙		lao4		烙	0	1	0	1		to brand/to iron/to bake (in a pan)														
络		lao4		絡	0	1	0	1		small net														
耢		lao4		耮	0	1	0	1		a kind of farm tool (in the form of a rectangular frame) used to level the ground/to level the ground by dragging this tool														
落		lao4		落	0	1	0	1		colloquial reading for 落[luo4] in certain compounds														
酪		lao4		酪	0	1	0	1		curdled milk or fruit juice/also pr. [luo4]														
仂		le4		仂	0	1	0	1		surplus/tithe														
勒		le4		勒	0	1	0	1		to rein in/to compel/to force/to carve/to engrave/(literary) to command/to lead/bridle/(physics) abbr. for 勒克斯[le4 ke4 si1], lux														
叻		le4		叻	0	1	0	1		(used in place names)														
扐		le4		扐	0	1	0	1		divination by straw														
楽		le4		楽	0	1	0	1		Japanese variant of 樂|乐[le4]														
乐		le4		樂	0	1	0	1		happy/cheerful/to laugh														
泐		le4		泐	0	1	0	1		to write														
砳		le4		砳	0	1	0	1		rocky														
簕		le4		簕	0	1	0	1		bound form used in 簕竹[le4 zhu2]														
艻		le4		艻	0	1	0	1		used in 蘿艻|萝艻[luo2 le4]														
阞		le4		阞	0	1	0	1		layer/vein														
鳓		le4		鰳	0	1	0	1		Chinese herring (Ilisha elongata)/white herring/slender shad														
了		le5		了	0	1	0	1		(completed action marker)/(modal particle indicating change of state, situation now)/(modal particle intensifying preceding clause)														
饹		le5		餎	0	1	0	1		see 餄餎|饸饹[he2 le5]														
勒		lei1		勒	0	1	0	1		to strap tightly/to bind		1												
擂		lei2		擂	0	1	0	1		to pound (with a mortar and pestle)/to hit (a person)/to beat (a drum)/to bang on (a door)/(dialect) to scold														
攂		lei2		攂	0	1	0	1		old variant of 擂[lei2]/to beat														
樏		lei2		樏	0	1	0	1		(archaic) simple sedan chair for traveling in the mountains/(archaic) platter with compartments for food (also pr. [lei3])														
檑		lei2		檑	0	1	0	1		logs rolled down in defense of city														
欙		lei2		欙	0	1	0	1		sedan														
畾		lei2		畾	0	1	0	1		fields divided by dikes														
礌		lei2		礌	0	1	0	1		used in 礌石[lei2 shi2]/Taiwan pr. [lei4]														
缧		lei2		縲	0	1	0	1		(literary) thick rope used to restrain a prisoner														
累		lei2		纍	0	1	0	1		rope/to bind together/to twist around														
罍		lei2		罍	0	1	0	1		large earthenware wine jar														
羸		lei2		羸	0	1	0	1		entangled/lean														
蔂		lei2		蔂	0	1	0	1		basket for carrying earth														
镭		lei2		鐳	0	1	0	1		radium (chemistry)														
雷		lei2		雷	0	1	0	1		thunder/(bound form) (military) mine, as in 地雷[di4 lei2] land mine/(coll.) to shock; to stun; to astound/(Tw) (coll.) spoiler/(Tw) (coll.) to reveal plot details to (sb)														
靁		lei2		靁	0	1	0	1		old variant of 雷[lei2]														
儡		lei3		儡	0	1	0	1		to injure/puppet														
儽		lei3		儽	0	1	0	1		lazy/tired out, worn fatigued														
塁		lei3		塁	0	1	0	1		Japanese variant of 壘|垒														
垒		lei3		壘	0	1	0	1		rampart/base (in baseball)/to build with stones, bricks etc		1												
樏		lei3		樏	0	1	0	1		mountain-climbing shoes														
磊		lei3		磊	0	1	0	1		lumpy/rock pile/uneven/fig. sincere/open and honest														
磥		lei3		磥	0	1	0	1		a heap of stones/boulders														
累		lei3		累	0	1	0	1		to accumulate/to involve or implicate (Taiwan pr. [lei4])/continuous/repeated														
絫		lei3		絫	0	1	0	1		variant of 累[lei3], to accumulate														
耒		lei3		耒	0	1	0	1		plow														
蕾		lei3		蕾	0	1	0	1		bud														
藟		lei3		藟	0	1	0	1		bud/creeper/bramble														
诔		lei3		誄	0	1	0	1		to eulogize the dead/eulogy														
鸓		lei3		鸓	0	1	0	1		flying squirrel														
擂		lei4		擂	0	1	0	1		(bound form) platform for a martial art contest/Taiwan pr. [lei2]														
涙		lei4		涙	0	1	0	1		Japanese variant of 淚|泪[lei4]														
泪		lei4		淚	0	1	0	1		tears														
礧		lei4		礧	0	1	0	1		roll stone down hill/stone pile														
累		lei4		累	0	1	0	1		tired/weary/to strain/to wear out/to work hard														
颣		lei4		纇	0	1	0	1		flaw/knot														
肋		lei4		肋	0	1	0	1		rib/Taiwan pr. [le4]														
酹		lei4		酹	0	1	0	1		pour out libation/sprinkle														
类		lei4		類	0	1	0	1		kind/type/class/category/similar/like/to resemble														
嘞		lei5		嘞	0	1	0	1		sentence-final particle similar to 了[le5], but carrying a tone of approval														
塄		leng2		塄	0	1	0	1		elevated bank around a field														
崚		leng2		崚	0	1	0	1		lofty (as of mountain)														
棱		leng2		棱	0	1	0	1		square beam/variant of 稜|棱[leng2]														
楞		leng2		楞	0	1	0	1		variant of 稜|棱[leng2], corner/square beam/edge/arris (curve formed by two surfaces meeting at an edge)/used in 楞迦[Leng2 jia1], Sri Lanka														
棱		leng2		稜	0	1	0	1		corner/edge/arris (sharp ridge formed by two surfaces meeting at an edge)/protrusion														
薐		leng2		薐	0	1	0	1		old name for spinach														
冷		leng3		冷	0	1	0	1		cold														
愣		leng4		愣	0	1	0	1		to look distracted/to stare blankly/distracted/blank/(coll.) unexpectedly/rash/rashly														
楞		leng4		楞	0	1	0	1		variant of 愣[leng4]/to look distracted/to stare blankly/distracted/blank														
睖		leng4		睖	0	1	0	1		to stare blankly/to glare														
踜		leng4		踜	0	1	0	1		to stumble/to slip/to fall														
剺		li2		剺	0	1	0	1		mark														
劙		li2		劙	0	1	0	1		a divide, to partition														
厘		li2		厘	0	1	0	1		variant of 釐|厘[li2]														
喱		li2		喱	0	1	0	1		grain (unit of weight, approx. 0.065 grams)/Taiwan pr. [li3]														
嫠		li2		嫠	0	1	0	1		widow														
梨		li2		梨	0	1	0	1		pear/CL:個|个[ge4]														
梩		li2		梩	0	1	0	1		basket for removing earth/spade														
梸		li2		梸	0	1	0	1		old variant of 梨[li2]														
棃		li2		棃	0	1	0	1		variant of 梨[li2], pear														
樆		li2		樆	0	1	0	1		rowan or mountain ash (genus Sorbus)														
漓		li2		漓	0	1	0	1		pattering (of rain)/seep through														
漦		li2		漦	0	1	0	1		go with current/mucus/spittle														
漓		li2		灕	0	1	0	1		to seep through														
犁		li2		犁	0	1	0	1		plow														
犂		li2		犂	0	1	0	1		see 犂靬[Li2 jian1]/variant of 犁[li2]														
犛		li2		犛	0	1	0	1		black ox/yak														
狸		li2		狸	0	1	0	1		raccoon dog/fox-like animal														
璃		li2		琍	0	1	0	1		(phonetic character used in transliteration of foreign names)/Taiwan pr. [li4]/variant of 璃[li2]														
璃		li2		璃	0	1	0	1		colored glaze/glass		 to soak in water	1											
璃		li2		瓈	0	1	0	1		variant of 璃[li2]														
篱		li2		籬	0	1	0	1		a fence														
缡		li2		縭	0	1	0	1		bridal veil or kerchief														
纚		li2		纚	0	1	0	1		(literary) to bind/to fasten/rope														
罹		li2		罹	0	1	0	1		happen to/sorrow/suffer from														
蔾		li2		蔾	0	1	0	1		chenopodiaceae														
藜		li2		藜	0	1	0	1		name of weed plant (fat hen, goosefoot, pigweed etc)/Chenopodium album														
蓠		li2		蘺	0	1	0	1		red algae/Gracilaria, several species, some edible/Japanese ogonori/arch. used for vanilla-like herb		1												
蜊		li2		蜊	0	1	0	1		clam														
蠡		li2		蠡	0	1	0	1		calabash														
褵		li2		褵	0	1	0	1		bride's veil or kerchief														
狸		li2		貍	0	1	0	1		variant of 狸[li2]														
醨		li2		醨	0	1	0	1		dregs of wine														
厘		li2		釐	0	1	0	1		one hundredth/centi-														
离		li2		離	0	1	0	1		to leave/to part from/to be away from/(in giving distances) from/without (sth)/independent of/one of the Eight Trigrams 八卦[ba1 gua4], symbolizing fire/☲														
骊		li2		驪	0	1	0	1		black horse/jet steed/good horse/legendary black dragon														
鲡		li2		鱺	0	1	0	1		eel														
鹂		li2		鸝	0	1	0	1		Chinese oriole														
黎		li2		黎	0	1	0	1		(literary) black/dark/many/multitude														
黧		li2		黧	0	1	0	1		dark/sallow color														
兣		li2 ke4		兣	0	1	0	1		centigram (old) (single-character equivalent of 釐克|厘克[li2 ke4])														
俚		li3		俚	0	1	0	1		rustic/vulgar/unrefined/abbr. for 俚語|俚语[li3 yu3], slang														
哩		li3		哩	0	1	0	1		mile														
娌		li3		娌	0	1	0	1		used in 妯娌[zhou2 li5]														
悝		li3		悝	0	1	0	1		worried/afflicted														
李		li3		李	0	1	0	1		plum														
浬		li3		浬	0	1	0	1		nautical mile														
理		li3		理	0	1	0	1		texture/grain (of wood)/inner essence/intrinsic order/reason/logic/truth/science/natural science (esp. physics)/to manage/to pay attention to/to run (affairs)/to handle/to put in order/to tidy up														
礼		li3		禮	0	1	0	1		gift/rite/ceremony/CL:份[fen4]/propriety/etiquette/courtesy														
蠡		li3		蠡	0	1	0	1		wood-boring insect		1												
里		li3		裏	0	1	0	1		variant of 裡|里[li3]														
里		li3		裡	0	1	0	1		lining/interior/inside/internal/also written 裏|里[li3]														
豊		li3		豊	0	1	0	1		ceremonial vessel/variant of 禮|礼[li3]														
逦		li3		邐	0	1	0	1		winding														
醴		li3		醴	0	1	0	1		sweet wine														
里		li3		里	0	1	0	1		li, ancient measure of length, approx. 500 m/neighborhood/ancient administrative unit of 25 families/(Tw) borough, administrative unit between the township 鎮|镇[zhen4] and neighborhood 鄰|邻[lin2] levels														
锂		li3		鋰	0	1	0	1		lithium (chemistry)														
鲤		li3		鯉	0	1	0	1		carp														
鳢		li3		鱧	0	1	0	1		snakefish/snakehead mullet														
瓼		li3 wa3		瓼	0	1	0	1		centiwatt (old)														
㮚		li4		㮚	0	1	0	1		old variant of 栗[li4]														
例		li4		例	0	1	0	1		example/precedent/rule/case/instance														
俐		li4		俐	0	1	0	1		clever														
傈		li4		傈	0	1	0	1		used in 傈僳[Li4 su4]														
俪		li4		儷	0	1	0	1		husband and wife														
凓		li4		凓	0	1	0	1		cold/frigid														
利		li4		利	0	1	0	1		sharp/favorable/advantage/benefit/profit/interest/to do good to/to benefit														
力		li4		力	0	1	0	1		power/force/strength/ability/strenuously														
励		li4		勵	0	1	0	1		to encourage/to urge														
历		li4		厤	0	1	0	1		old variant of 曆|历[li4]/old variant of 歷|历[li4]														
厉		li4		厲	0	1	0	1		strict/severe														
吏		li4		吏	0	1	0	1		minor government official or functionary (old)														
唎		li4		唎	0	1	0	1		(final particle)/sound/noise														
唳		li4		唳	0	1	0	1		cry of a crane or wild goose														
嚟		li4		嚟	0	1	0	1		used in transliteration														
呖		li4		嚦	0	1	0	1		sound of splitting/cracking														
坜		li4		壢	0	1	0	1		hole, pit														
屴		li4		屴	0	1	0	1		high mountain range														
悧		li4		悧	0	1	0	1		smooth/active/clever/sharp														
悷		li4		悷	0	1	0	1		sorrowful														
戻		li4		戻	0	1	0	1		Japanese variant of 戾[li4]		1												
戾		li4		戾	0	1	0	1		to bend/to violate/to go against/ruthless and tyrannical														
暦		li4		暦	0	1	0	1		Japanese variant of 曆|历[li4]														
历		li4		曆	0	1	0	1		calendar														
栃		li4		栃	0	1	0	1		archaic variant of 櫪|枥, oak/type of tree in ancient books/stable (for horses)														
栗		li4		栗	0	1	0	1		chestnut														
栵		li4		栵	0	1	0	1		hedge														
檪		li4		檪	0	1	0	1		old variant of 櫟|栎[li4]														
栎		li4		櫟	0	1	0	1		oak/Quercus serrata														
枥		li4		櫪	0	1	0	1		type of oak/stable (for horses)														
欐		li4		欐	0	1	0	1		beam														
历		li4		歴	0	1	0	1		old variant of 歷|历[li4]														
历		li4		歷	0	1	0	1		to experience/to undergo/to pass through/all/each/every/history														
沴		li4		沴	0	1	0	1		miasma														
浰		li4		浰	0	1	0	1		to attend (official functions)														
莅		li4		涖	0	1	0	1		variant of 蒞|莅[li4], to attend														
溧		li4		溧	0	1	0	1		name of a river														
濿		li4		濿	0	1	0	1		variant of 砅[li4]														
沥		li4		瀝	0	1	0	1		to drip/to strain or filter/a trickle														
猁		li4		猁	0	1	0	1		a kind of monkey														
𬍛		li4		瓅	0	1	0	1		brilliance (pearls)														
痢		li4		痢	0	1	0	1		dysentery														
疠		li4		癘	0	1	0	1		ulcer/plague														
疬		li4		癧	0	1	0	1		see 瘰癧|瘰疬[luo3 li4]														
皪		li4		皪	0	1	0	1		luster (of pearls)														
盭		li4		盭	0	1	0	1		unreasonable/violent														
砅		li4		砅	0	1	0	1		cross stream by stepping on stones														
砺		li4		礪	0	1	0	1		grind/sandstone														
立		li4		立	0	1	0	1		to stand/to set up/to establish/to lay down/to draw up/at once/immediately														
笠		li4		笠	0	1	0	1		bamboo rain hat														
篥		li4		篥	0	1	0	1		bamboos good for poles/horn														
粒		li4		粒	0	1	0	1		grain/granule/classifier for small round things (peas, bullets, peanuts, pills, grains etc)														
粝		li4		糲	0	1	0	1		coarse rice														
脷		li4		脷	0	1	0	1		(cattle) tongue (Cantonese)														
苙		li4		苙	0	1	0	1		(herb)/pigsty														
荔		li4		茘	0	1	0	1		variant of 荔[li4]														
荔		li4		荔	0	1	0	1		litchi														
莉		li4		莉	0	1	0	1		jasmine														
莅		li4		蒞	0	1	0	1		to attend (an official function)/to be present/to administer/to approach (esp. as administrator)														
苈		li4		藶	0	1	0	1		Drabanemerosa hebecarpa														
蛎		li4		蠣	0	1	0	1		oyster														
詈		li4		詈	0	1	0	1		to curse/to scold														
跞		li4		躒	0	1	0	1		move/walk														
轹		li4		轢	0	1	0	1		to bully/wheel-rut														
𫟷		li4		鉝	0	1	0	1		livermorium (chemistry)/(old) (Italian) lira (loanword)/(archaic) type of food vessel used in Funan 扶南[Fu2 nan2]		1												
隶		li4		隷	0	1	0	1		variant of 隸|隶[li4]														
雳		li4		靂	0	1	0	1		clap of thunder														
鬁		li4		鬁	0	1	0	1		bald/scabby														
鬲		li4		鬲	0	1	0	1		ancient ceramic three-legged vessel used for cooking with cord markings on the outside and hollow legs														
鴗		li4		鴗	0	1	0	1		Alcedo bengalensis														
丽		li4		麗	0	1	0	1		beautiful														
哩		li5		哩	0	1	0	1		(modal final particle similar to 呢[ne5] or 啦[la5])														
唎		li5		唎	0	1	0	1		variant of 哩[li5]														
俩		lia3		倆	0	1	0	1		two (colloquial equivalent of 兩個|两个)/both/some														
廉		lian2		㢘	0	1	0	1		old variant of 廉[lian2]														
镰		lian2		䥥	0	1	0	1		old variant of 鐮|镰[lian2]														
廉		lian2		亷	0	1	0	1		old variant of 廉[lian2]														
奁		lian2		匲	0	1	0	1		variant of 奩|奁[lian2]														
奁		lian2		匳	0	1	0	1		variant of 奩|奁[lian2]														
嗹		lian2		嗹	0	1	0	1		chattering														
奁		lian2		奩	0	1	0	1		bridal trousseau														
帘		lian2		帘	0	1	0	1		flag used as a shop sign/variant of 簾|帘[lian2]														
廉		lian2		廉	0	1	0	1		incorruptible/honest/inexpensive/to investigate (old)/side wall of a traditional Chinese house (old)														
怜		lian2		憐	0	1	0	1		to pity														
梿		lian2		槤	0	1	0	1		see 槤枷|梿枷[lian2 jia1], flail/to thresh (using a flail)														
涟		lian2		漣	0	1	0	1		ripple/tearful														
濂		lian2		濂	0	1	0	1		name of a river in Hunan														
帘		lian2		簾	0	1	0	1		hanging screen or curtain														
奁		lian2		籢	0	1	0	1		old variant of 奩|奁[lian2]														
聨		lian2		聨	0	1	0	1		variant of 聯|联[lian2]														
聮		lian2		聮	0	1	0	1		old variant of 聯|联[lian2]														
联		lian2		聯	0	1	0	1		to ally/to unite/to join/(poetry) antithetical couplet														
臁		lian2		臁	0	1	0	1		sides of the lower part of the leg														
莲		lian2		蓮	0	1	0	1		lotus														
蠊		lian2		蠊	0	1	0	1		cockroach														
裢		lian2		褳	0	1	0	1		pouch hung from belt														
连		lian2		連	0	1	0	1		to link/to join/to connect/continuously/in succession/including/(used with 也[ye3], 都[dou1] etc) even/company (military)														
镰		lian2		鎌	0	1	0	1		variant of 鐮|镰[lian2]														
镰		lian2		鐮	0	1	0	1		scythe/sickle														
鬑		lian2		鬑	0	1	0	1		hanging temple hair														
鲢		lian2		鰱	0	1	0	1		Hypophthalmichthys moritrix														
摙		lian3		摙	0	1	0	1		to transport/to remove to take														
敛		lian3		斂	0	1	0	1		to hold back/to restrain/to control (oneself)/to collect/Taiwan pr. [lian4]														
歛		lian3		歛	0	1	0	1		variant of 斂|敛[lian3]														
琏		lian3		璉	0	1	0	1		sacrificial vessel used for grain offerings/also pr. [lian2]														
脸		lian3		臉	0	1	0	1		face/CL:張|张[zhang1],個|个[ge4]														
蘝		lian3		蘝	0	1	0	1		variant of 蘞|蔹, trailing plant/liana/creeper/wild vine (Gynostemma pentaphyllum or Vitis pentaphylla)														
蔹		lian3		蘞	0	1	0	1		trailing plant/liana/creeper/wild vine (Gynostemma pentaphyllum or Vitis pentaphylla)														
裣		lian3		襝	0	1	0	1		see 襝衽|裣衽[lian3 ren4]														
鄻		lian3		鄻	0	1	0	1		place name														
恋		lian4		戀	0	1	0	1		to feel attached to/to long for/to love														
敛		lian4		斂	0	1	0	1		variant of 殮|殓[lian4]														
楝		lian4		楝	0	1	0	1		Melia japonica														
殓		lian4		殮	0	1	0	1		to prepare a dead body for coffin														
湅		lian4		湅	0	1	0	1		to boil raw silk (to soften and clean it)														
潋		lian4		瀲	0	1	0	1		full of water/trough														
炼		lian4		煉	0	1	0	1		to refine/to smelt														
练		lian4		練	0	1	0	1		to practice/to train/to drill/to perfect (one's skill)/exercise/(literary) white silk/to boil and scour raw silk														
萰		lian4		萰	0	1	0	1		Ampelopsis japonica (creeper with root used in TCM)/same as 白蘞|白蔹[bai2 lian3]														
錬		lian4		錬	0	1	0	1		Japanese variant of 煉|炼[lian4]														
炼		lian4		鍊	0	1	0	1		variant of 鏈|链[lian4], chain/variant of 煉|炼[lian4]														
链		lian4		鏈	0	1	0	1		chain/cable (unit of length: 100 fathoms, about 185 m)/chain (unit of length: 66 feet, about 20 m)/to chain/to enchain														
梁		liang2		梁	0	1	0	1		roof beam/beam (structure)/bridge														
椋		liang2		椋	0	1	0	1		used in 椋鳥|椋鸟[liang2 niao3]														
梁		liang2		樑	0	1	0	1		variant of 梁[liang2]														
凉		liang2		涼	0	1	0	1		cool/cold														
粱		liang2		粱	0	1	0	1		sorghum														
粮		liang2		糧	0	1	0	1		grain/food/provisions/agricultural tax paid in grain														
良		liang2		良	0	1	0	1		good/very/very much														
踉		liang2		踉	0	1	0	1		jump														
辌		liang2		輬	0	1	0	1		see 轀輬|辒辌[wen1 liang2]														
量		liang2		量	0	1	0	1		to measure														
㒳		liang3		㒳	0	1	0	1		old variant of 兩|两[liang3]														
両		liang3		両	0	1	0	1		Japanese variant of 兩|两[liang3]		1												
俩		liang3		倆	0	1	0	1		used in 伎倆|伎俩[ji4 liang3]														
两		liang3		兩	0	1	0	1		two/both/some/a few/tael, unit of weight equal to 50 grams (modern) or 1⁄16 of a catty 斤[jin1] (old)														
唡		liang3		啢	0	1	0	1		ounce (British imperial system) (old)														
蜽		liang3		蜽	0	1	0	1		see 蝄蜽[wang3 liang3]														
裲		liang3		裲	0	1	0	1		waistcoat														
魉		liang3		魎	0	1	0	1		sprite/fairy														
亮		liang4		亮	0	1	0	1		bright/clear/resonant/to shine/to show/to reveal														
倞		liang4		倞	0	1	0	1		distant/to seek/old variant of 亮[liang4]/bright														
喨		liang4		喨	0	1	0	1		clear/resounding														
晾		liang4		晾	0	1	0	1		to dry in the air/(fig.) to cold-shoulder														
凉		liang4		涼	0	1	0	1		to let sth cool down														
谅		liang4		諒	0	1	0	1		to show understanding/to excuse/to presume/to expect														
踉		liang4		踉	0	1	0	1		stagger/sway from side to side														
辆		liang4		輛	0	1	0	1		classifier for vehicles														
量		liang4		量	0	1	0	1		capacity/quantity/amount/to estimate/abbr. for 量詞|量词[liang4 ci2], classifier (in Chinese grammar)/measure word														
靓		liang4		靚	0	1	0	1		attractive/good-looking														
撩		liao1		撩	0	1	0	1		to lift up (sth hanging down)/to raise (hem of skirt)/to pull up (sleeve)/to sprinkle (water with cupped hands)														
蹽		liao1		蹽	0	1	0	1		to run/to slip away/to stride														
僚		liao2		僚	0	1	0	1		bureaucrat/colleague														
